utterance	output
I can't recall my password.	[IN:PASSCODE_FORGOTTEN I can't recall my password.]
How much can I withdrawal in one month without incurring fees?	[IN:CASH_WITHDRAWAL_CHARGE How much can I withdrawal in one month without incurring fees?]
I want a refund on the things i bought	[IN:REQUEST_REFUND I want a refund on the things i bought]
Do I need my phone to use the app?	[IN:LOST_OR_STOLEN_PHONE Do I need my phone to use the app?]
Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.	[IN:PENDING_CARD_PAYMENT Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.]
What is wrong with the exchange rate? This should have been a much higher amount of cash for that to apply.	[IN:WRONG_EXCHANGE_RATE_FOR_CASH_WITHDRAWAL What is wrong with the exchange rate? This should have been a much higher amount of cash for that to apply.]
Is the PIN separately delivered?	[IN:GET_PHYSICAL_CARD Is the PIN separately delivered?]
I was made to pay an additional pound!	[IN:EXTRA_CHARGE_ON_STATEMENT I was made to pay an additional pound!]
My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?	[IN:CARD_NOT_WORKING My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?]
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?	[IN:TRANSFER_NOT_RECEIVED_BY_RECIPIENT I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?]
do i need to add money before i order a card	[IN:ORDER_PHYSICAL_CARD do i need to add money before i order a card]
Why is verifaction required for my Identity?	[IN:WHY_VERIFY_IDENTITY Why is verifaction required for my Identity?]
I deposited a cheque and its been days and I still haven't received the cash!!	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT I deposited a cheque and its been days and I still haven't received the cash!!]
I need to order a new card as my other one was stolen.	[IN:LOST_OR_STOLEN_CARD I need to order a new card as my other one was stolen.]
What is the formula for your exchange rate?	[IN:EXCHANGE_RATE What is the formula for your exchange rate?]
I didn't get the all the cash i wanted from the atm	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I didn't get the all the cash i wanted from the atm]
The app doesn't believe that I am myself	[IN:UNABLE_TO_VERIFY_IDENTITY The app doesn't believe that I am myself]
Please check to see if the band transfer I made a while ago from my UK account has safely arrived.	[IN:BALANCE_NOT_UPDATED_AFTER_BANK_TRANSFER Please check to see if the band transfer I made a while ago from my UK account has safely arrived.]
Where is my PIN?	[IN:GET_PHYSICAL_CARD Where is my PIN?]
Can I top-up any amount?	[IN:TOP_UP_LIMITS Can I top-up any amount?]
Why can't I add any beneficiary I choose?	[IN:BENEFICIARY_NOT_ALLOWED Why can't I add any beneficiary I choose?]
I want to top up from my Apple Watch, can I?	[IN:APPLE_PAY_OR_GOOGLE_PAY I want to top up from my Apple Watch, can I?]
There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me.]
I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?	[IN:PENDING_CASH_WITHDRAWAL I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?]
I can't see a refund for a return I completed recently.	[IN:REFUND_NOT_SHOWING_UP I can't see a refund for a return I completed recently.]
The app says that I got cash in an ATM and I didn't	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED The app says that I got cash in an ATM and I didn't]
Why would my payment still show as pending?	[IN:PENDING_CARD_PAYMENT Why would my payment still show as pending?]
What factors determine your exchange rate?	[IN:EXCHANGE_RATE What factors determine your exchange rate?]
I thought I can make transfers for free, this is not fair. I bought something online from abroad and there was some weird additional fee that I've never seen before?	[IN:TRANSFER_FEE_CHARGED I thought I can make transfers for free, this is not fair. I bought something online from abroad and there was some weird additional fee that I've never seen before?]
I see my transfer was declined.	[IN:DECLINED_TRANSFER I see my transfer was declined.]
What is the procedure for an expired card?	[IN:CARD_ABOUT_TO_EXPIRE What is the procedure for an expired card?]
Why did my card payment get declined?	[IN:DECLINED_CARD_PAYMENT Why did my card payment get declined?]
Card activation steps	[IN:ACTIVATE_MY_CARD Card activation steps]
Can you explain your refund policy, please?	[IN:REQUEST_REFUND Can you explain your refund policy, please?]
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED How can I request cash back? The ATM gave me the wrong amount that I've been charged though...]
My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?	[IN:TOP_UP_REVERTED My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?]
Can you tell me how many currencies I can hold?	[IN:FIAT_CURRENCY_SUPPORT Can you tell me how many currencies I can hold?]
I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently.	[IN:EXCHANGE_CHARGE I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently.]
I think that the exchange rate for the withdrawal of my cash is not right.	[IN:WRONG_EXCHANGE_RATE_FOR_CASH_WITHDRAWAL I think that the exchange rate for the withdrawal of my cash is not right.]
I would like to verify my source of funds.	[IN:VERIFY_SOURCE_OF_FUNDS I would like to verify my source of funds.]
Can you tell me what are disposable cards for?	[IN:GET_DISPOSABLE_VIRTUAL_CARD Can you tell me what are disposable cards for?]
need to verify source of funds	[IN:VERIFY_SOURCE_OF_FUNDS need to verify source of funds]
Do I need to re-apply to order a new card when my old one's about to expire?	[IN:CARD_ABOUT_TO_EXPIRE Do I need to re-apply to order a new card when my old one's about to expire?]
Will this app allow me to exchange currencies?	[IN:EXCHANGE_VIA_APP Will this app allow me to exchange currencies?]
I'm not sure what I need to verify my identity.	[IN:VERIFY_MY_IDENTITY I'm not sure what I need to verify my identity.]
The exchange rate applied is wrong for my international purchase.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE The exchange rate applied is wrong for my international purchase.]
Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?	[IN:EXTRA_CHARGE_ON_STATEMENT Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?]
Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.	[IN:DECLINED_CASH_WITHDRAWAL Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.]
What's the cost for exchanges?	[IN:EXCHANGE_CHARGE What's the cost for exchanges?]
What do I owe for a new card?	[IN:ORDER_PHYSICAL_CARD What do I owe for a new card?]
What currencies can be used for top up?	[IN:SUPPORTED_CARDS_AND_CURRENCIES What currencies can be used for top up?]
i need help finding the auto top up option.	[IN:AUTOMATIC_TOP_UP i need help finding the auto top up option.]
Why can't the person I sent the money transfer to see it?	[IN:TRANSFER_NOT_RECEIVED_BY_RECIPIENT Why can't the person I sent the money transfer to see it?]
Why did you decline my transfer?	[IN:DECLINED_TRANSFER Why did you decline my transfer?]
I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it.	[IN:DECLINED_CASH_WITHDRAWAL I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it.]
What is the estimated wait time on a US transfer into my account?	[IN:TRANSFER_TIMING What is the estimated wait time on a US transfer into my account?]
"I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?"	"[IN:PENDING_CARD_PAYMENT I initiated a payment a while ago and it is still showing as ""pending"", how long will it take to clear?]"
How many transactions can be made with a disposable card?	[IN:DISPOSABLE_CARD_LIMITS How many transactions can be made with a disposable card?]
Can you tell me why I wasn't able to complete my transfer?	[IN:FAILED_TRANSFER Can you tell me why I wasn't able to complete my transfer?]
The app isn't letting me log in, but my info is correct.	[IN:UNABLE_TO_VERIFY_IDENTITY The app isn't letting me log in, but my info is correct.]
I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?	[IN:TRANSFER_FEE_CHARGED I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?]
What are the currencies and cards that are supported with my account?	[IN:SUPPORTED_CARDS_AND_CURRENCIES What are the currencies and cards that are supported with my account?]
Why was I charged a fee for debit or credit card payment?	[IN:CARD_PAYMENT_FEE_CHARGED Why was I charged a fee for debit or credit card payment?]
My identity isn't being accepted, what should I do?	[IN:UNABLE_TO_VERIFY_IDENTITY My identity isn't being accepted, what should I do?]
my phone was lost	[IN:LOST_OR_STOLEN_PHONE my phone was lost]
I received my new card.  Where is it in the app?	[IN:CARD_LINKING I received my new card.  Where is it in the app?]
I made a payment and it was reverted and wanted to know why?	[IN:REVERTED_CARD_PAYMENT? I made a payment and it was reverted and wanted to know why?]
My transfer's stuck on pending.	[IN:PENDING_TRANSFER My transfer's stuck on pending.]
I cannot make a transfer to another account.	[IN:BENEFICIARY_NOT_ALLOWED I cannot make a transfer to another account.]
Can I unblock my PIN in the app?	[IN:PIN_BLOCKED Can I unblock my PIN in the app?]
can I be charged for topping up by card	[IN:TOP_UP_BY_CARD_CHARGE can I be charged for topping up by card]
I made a cash deposit to my account but it is not there	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT I made a cash deposit to my account but it is not there]
Where can I use a disposable card?	[IN:DISPOSABLE_CARD_LIMITS Where can I use a disposable card?]
How can I add money to my account from another account I have?	[IN:TRANSFER_INTO_ACCOUNT How can I add money to my account from another account I have?]
What do I do to close my account?	[IN:TERMINATE_ACCOUNT What do I do to close my account?]
I have lost my phone.	[IN:LOST_OR_STOLEN_PHONE I have lost my phone.]
The transfer I made isn't reflected in my balance	[IN:BALANCE_NOT_UPDATED_AFTER_BANK_TRANSFER The transfer I made isn't reflected in my balance]
Verifying top-up cards necessary?	[IN:VERIFY_TOP_UP Verifying top-up cards necessary?]
Show me how can my friends top up my account.	[IN:TOPPING_UP_BY_CARD Show me how can my friends top up my account.]
I should have a refund in my statement but I can't see it	[IN:REFUND_NOT_SHOWING_UP I should have a refund in my statement but I can't see it]
passcode retrieval	[IN:PASSCODE_FORGOTTEN passcode retrieval]
There's been a transaction to the wrong account.	[IN:CANCEL_TRANSFER There's been a transaction to the wrong account.]
I'd like to know how transferring my money into my account works.	[IN:TRANSFER_INTO_ACCOUNT I'd like to know how transferring my money into my account works.]
Can you please help me in canceling my order.	[IN:REQUEST_REFUND Can you please help me in canceling my order.]
I want my card I just received to show up in the app. How do I do that?	[IN:CARD_LINKING I want my card I just received to show up in the app. How do I do that?]
The app shows Direct Debit payments that I didn't make	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED The app shows Direct Debit payments that I didn't make]
My passcode is not being accepted	[IN:PASSCODE_FORGOTTEN My passcode is not being accepted]
Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.]
My rate of exchange was wrong.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE My rate of exchange was wrong.]
Is exchanging currencies a feature of the app?	[IN:EXCHANGE_VIA_APP Is exchanging currencies a feature of the app?]
How do I change my currency to another?	[IN:EXCHANGE_VIA_APP How do I change my currency to another?]
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.	[IN:TRANSFER_FEE_CHARGED I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.]
Why am I unable to withdrawal cash?	[IN:DECLINED_CASH_WITHDRAWAL Why am I unable to withdrawal cash?]
How is the exchange rate doing?	[IN:EXCHANGE_RATE How is the exchange rate doing?]
This exchange rate on my purchase is wrong.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE This exchange rate on my purchase is wrong.]
Can I receive my salary with this in another currency?	[IN:RECEIVING_MONEY Can I receive my salary with this in another currency?]
Cancel a transaction	[IN:CANCEL_TRANSFER Cancel a transaction]
Can I have more physical cards?	[IN:GETTING_SPARE_CARD Can I have more physical cards?]
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!	[IN:CANCEL_TRANSFER I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!]
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?	[IN:TRANSFER_NOT_RECEIVED_BY_RECIPIENT I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?]
Why was I charged a fee for using my card	[IN:CARD_PAYMENT_FEE_CHARGED Why was I charged a fee for using my card]
The ATM won't give me my card back. I need it back now!	[IN:CARD_SWALLOWED The ATM won't give me my card back. I need it back now!]
I need to renew a card that's about to expire	[IN:CARD_ABOUT_TO_EXPIRE I need to renew a card that's about to expire]
Top up keeps failing	[IN:TOP_UP_FAILED Top up keeps failing]
Why is my balance still the same after a cheque deposit?	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT Why is my balance still the same after a cheque deposit?]
Can I get a card even though I live in the US	[IN:COUNTRY_SUPPORT Can I get a card even though I live in the US]
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?	[IN:CARD_PAYMENT_FEE_CHARGED I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?]
How low does the balance have to be before the system updates?	[IN:AUTOMATIC_TOP_UP How low does the balance have to be before the system updates?]
As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.	[IN:REFUND_NOT_SHOWING_UP As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller.]
Where are you getting your exchange rates from?	[IN:EXCHANGE_RATE Where are you getting your exchange rates from?]
What do I do to exchange currency?	[IN:EXCHANGE_VIA_APP What do I do to exchange currency?]
Help, I don't know what the PIN is to my card?	[IN:GET_PHYSICAL_CARD Help, I don't know what the PIN is to my card?]
I got charged a fee that shouldn't be there from my cash	[IN:CASH_WITHDRAWAL_CHARGE I got charged a fee that shouldn't be there from my cash]
Why is my card payment still listed as pending?	[IN:PENDING_CARD_PAYMENT Why is my card payment still listed as pending?]
Which flat currencies are supported for holding and exchange?	[IN:FIAT_CURRENCY_SUPPORT Which flat currencies are supported for holding and exchange?]
My card payment won't work.	[IN:DECLINED_CARD_PAYMENT My card payment won't work.]
What should I do if I can't prove my identity.	[IN:UNABLE_TO_VERIFY_IDENTITY What should I do if I can't prove my identity.]
I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.]
There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED There has a recent suspicious withdrawal on my bank account. Is it possible to freeze my card?]
What is the time frame for european transfers?	[IN:TRANSFER_TIMING What is the time frame for european transfers?]
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?	[IN:CASH_WITHDRAWAL_CHARGE I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?]
Why does my transfer still say it is pending?	[IN:PENDING_TRANSFER Why does my transfer still say it is pending?]
In what way can I use the disposable cards?	[IN:GET_DISPOSABLE_VIRTUAL_CARD In what way can I use the disposable cards?]
I need to know which fiat currencies I can use with you.	[IN:FIAT_CURRENCY_SUPPORT I need to know which fiat currencies I can use with you.]
Help me terminate and close my account.	[IN:TERMINATE_ACCOUNT Help me terminate and close my account.]
Will I be able to track the card that was sent to me?	[IN:CARD_ARRIVAL Will I be able to track the card that was sent to me?]
I was supposed to receive my new card by now, but it hasn't came in.	[IN:CARD_ARRIVAL I was supposed to receive my new card by now, but it hasn't came in.]
I got $20 when I should've gotten $100	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I got $20 when I should've gotten $100]
How long will it be to get this new card?	[IN:CARD_ARRIVAL How long will it be to get this new card?]
How can I Use thereto-top option?	[IN:AUTOMATIC_TOP_UP How can I Use thereto-top option?]
My card didn't go through.  It doesn't make sense.  You told me that everything was ok.	[IN:DECLINED_CARD_PAYMENT My card didn't go through.  It doesn't make sense.  You told me that everything was ok.]
Can I change my PIN without going to a bank?	[IN:CHANGE_PIN Can I change my PIN without going to a bank?]
A direct debit appears in the app but I didn't authorize it.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED A direct debit appears in the app but I didn't authorize it.]
I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it.	[IN:DECLINED_CASH_WITHDRAWAL I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it.]
My card's expiration date is close.	[IN:CARD_ABOUT_TO_EXPIRE My card's expiration date is close.]
Am I charged if I make a top-up?	[IN:TOP_UP_BY_BANK_TRANSFER_CHARGE Am I charged if I make a top-up?]
I didn't get all the money I asked for	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I didn't get all the money I asked for]
What are the steps to reset my passcode?	[IN:PASSCODE_FORGOTTEN What are the steps to reset my passcode?]
If my salary is in GBP, do I need to do something?	[IN:RECEIVING_MONEY If my salary is in GBP, do I need to do something?]
Is there a way to top-up when it reaches a certain balance?	[IN:AUTOMATIC_TOP_UP Is there a way to top-up when it reaches a certain balance?]
Remove my account immediately.	[IN:TERMINATE_ACCOUNT Remove my account immediately.]
my phone was taken yesterday, what should I do about my account?	[IN:LOST_OR_STOLEN_PHONE my phone was taken yesterday, what should I do about my account?]
How will I know when I can use the auto top-up feature?	[IN:AUTOMATIC_TOP_UP How will I know when I can use the auto top-up feature?]
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?	[IN:CANCEL_TRANSFER I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?]
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?]
Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now.	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now.]
Are there any charges for receiving money?	[IN:TOP_UP_BY_BANK_TRANSFER_CHARGE Are there any charges for receiving money?]
I think my passcode was changed	[IN:PASSCODE_FORGOTTEN I think my passcode was changed]
I received the wrong color and size, can I return it?	[IN:REQUEST_REFUND I received the wrong color and size, can I return it?]
can i top up with check?	[IN:TOP_UP_BY_CASH_OR_CHEQUE can i top up with check?]
Is there a charge for topping up by card?	[IN:TOP_UP_BY_CARD_CHARGE Is there a charge for topping up by card?]
The app passcode has completely slipped my mind.	[IN:PASSCODE_FORGOTTEN The app passcode has completely slipped my mind.]
May I get my salary paid out in a different currency?	[IN:RECEIVING_MONEY May I get my salary paid out in a different currency?]
I tried to buy something online but my funds were transferred back to my account. What is happening?	[IN:REVERTED_CARD_PAYMENT? I tried to buy something online but my funds were transferred back to my account. What is happening?]
Is my card valid everywhere?	[IN:CARD_ACCEPTANCE Is my card valid everywhere?]
Does this app have the same exchange rate as third parties?	[IN:EXCHANGE_RATE Does this app have the same exchange rate as third parties?]
What can I do to verify my card?	[IN:VERIFY_TOP_UP What can I do to verify my card?]
How long will this take to get to me?	[IN:CARD_DELIVERY_ESTIMATE How long will this take to get to me?]
I would like more physical cards	[IN:GETTING_SPARE_CARD I would like more physical cards]
Can I get an item refunded?	[IN:REQUEST_REFUND Can I get an item refunded?]
What kind of money can I hold?	[IN:FIAT_CURRENCY_SUPPORT What kind of money can I hold?]
do i have to wait for a physical card before i get my pin	[IN:GET_PHYSICAL_CARD do i have to wait for a physical card before i get my pin]
I checked my statement and am being charged one pound. Where did this charge come from?	[IN:EXTRA_CHARGE_ON_STATEMENT I checked my statement and am being charged one pound. Where did this charge come from?]
What went wrong when I tried to do my transfer?	[IN:FAILED_TRANSFER What went wrong when I tried to do my transfer?]
When will the money from a transfer be made available on my account?	[IN:TRANSFER_TIMING When will the money from a transfer be made available on my account?]
How long will a cash withdrawal be pending?	[IN:PENDING_CASH_WITHDRAWAL How long will a cash withdrawal be pending?]
I do not recognise the card payment.	[IN:CARD_PAYMENT_NOT_RECOGNISED I do not recognise the card payment.]
Can I cancel a transaction?	[IN:CANCEL_TRANSFER Can I cancel a transaction?]
Why did I get a fee for getting cash?	[IN:CASH_WITHDRAWAL_CHARGE Why did I get a fee for getting cash?]
Can you tell me why I haven't received my new card?	[IN:CARD_ARRIVAL Can you tell me why I haven't received my new card?]
I am not recognized by the app.	[IN:UNABLE_TO_VERIFY_IDENTITY I am not recognized by the app.]
Are there ways for other people to send me money?	[IN:RECEIVING_MONEY Are there ways for other people to send me money?]
Is there a Mastercard ATM nearby?	[IN:ATM_SUPPORT Is there a Mastercard ATM nearby?]
my top up isnt there yet where do i find it	[IN:TOPPING_UP_BY_CARD my top up isnt there yet where do i find it]
how can i add money from my amex card	[IN:SUPPORTED_CARDS_AND_CURRENCIES how can i add money from my amex card]
I'm having trouble with proving my identity.	[IN:UNABLE_TO_VERIFY_IDENTITY I'm having trouble with proving my identity.]
When I travel, can it automatically add money in certain intervals?	[IN:AUTOMATIC_TOP_UP When I travel, can it automatically add money in certain intervals?]
The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?	[IN:CARD_LINKING The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?]
Can you tell me what the cash withdrawal is in my statement?	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED Can you tell me what the cash withdrawal is in my statement?]
I would like to get both a Visa and MasterCard?	[IN:VISA_OR_MASTERCARD I would like to get both a Visa and MasterCard?]
Is there an alternative to a physical card?	[IN:GETTING_VIRTUAL_CARD Is there an alternative to a physical card?]
How do I withdraw money?	[IN:ATM_SUPPORT How do I withdraw money?]
Help, my phone was stolen, please advise!	[IN:LOST_OR_STOLEN_PHONE Help, my phone was stolen, please advise!]
I'd like to transfer funds using my credit card.	[IN:TOPPING_UP_BY_CARD I'd like to transfer funds using my credit card.]
Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.	[IN:REQUEST_REFUND Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.]
What should I do if my phone is lost or stolen?	[IN:LOST_OR_STOLEN_PHONE What should I do if my phone is lost or stolen?]
How long does it take for a cheque to post to your account?	[IN:BALANCE_NOT_UPDATED_AFTER_CHEQUE_OR_CASH_DEPOSIT How long does it take for a cheque to post to your account?]
How do I activate my card so I can start using it?	[IN:ACTIVATE_MY_CARD How do I activate my card so I can start using it?]
Why won't my top up go through?	[IN:TOP_UP_REVERTED Why won't my top up go through?]
Can I quickly send a transfer from China?  How long will it take?	[IN:TRANSFER_TIMING Can I quickly send a transfer from China?  How long will it take?]
Which fiat currencies can I use through this app?	[IN:FIAT_CURRENCY_SUPPORT Which fiat currencies can I use through this app?]
I need to update my address.	[IN:EDIT_PERSONAL_DETAILS I need to update my address.]
Can I have multiple currencies in my account?	[IN:FIAT_CURRENCY_SUPPORT Can I have multiple currencies in my account?]
I used an ATM and there was an extra charge.	[IN:CASH_WITHDRAWAL_CHARGE I used an ATM and there was an extra charge.]
Is there a reason to why I was charged twice for a transaction?	[IN:TRANSACTION_CHARGED_TWICE Is there a reason to why I was charged twice for a transaction?]
I wanted to know why my transaction didn't go through.	[IN:DECLINED_TRANSFER I wanted to know why my transaction didn't go through.]
I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?	[IN:TRANSFER_NOT_RECEIVED_BY_RECIPIENT I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?]
My card payment has been on pending forever. What is the problem? It should have gone through at some time by now.	[IN:PENDING_CARD_PAYMENT My card payment has been on pending forever. What is the problem? It should have gone through at some time by now.]
There is a withdrawal on my account I didn't make.	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED There is a withdrawal on my account I didn't make.]
My bank app said that I got cash from an ATM, but that's a mistake.	[IN:CASH_WITHDRAWAL_NOT_RECOGNISED My bank app said that I got cash from an ATM, but that's a mistake.]
How much does it cost to get more cards?	[IN:GETTING_SPARE_CARD How much does it cost to get more cards?]
There are charges on my card that I haven't purchased.	[IN:COMPROMISED_CARD There are charges on my card that I haven't purchased.]
My card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?	[IN:PENDING_CARD_PAYMENT My card payment is showing up as pending for a very long time, what's going on with that, it should be going through at some point?]
What are the restrictions of the disposable cards?	[IN:DISPOSABLE_CARD_LIMITS What are the restrictions of the disposable cards?]
How much is it to send out additional cards?	[IN:GETTING_SPARE_CARD How much is it to send out additional cards?]
I have an odd payment in my statement	[IN:CARD_PAYMENT_NOT_RECOGNISED I have an odd payment in my statement]
I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?	[IN:CONTACTLESS_NOT_WORKING I've tried using my contactless in several locations today and it's not working anywhere. It seemed fine before. How do I get it to work again?]
Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost?	[IN:WRONG_EXCHANGE_RATE_FOR_CASH_WITHDRAWAL Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost?]
Can you tell me why my pop-up is still pending?	[IN:PENDING_TOP_UP Can you tell me why my pop-up is still pending?]
How do I find my PIN?	[IN:GET_PHYSICAL_CARD How do I find my PIN?]
Am I going to be charged for topping up by transfer?	[IN:TOP_UP_BY_BANK_TRANSFER_CHARGE Am I going to be charged for topping up by transfer?]
I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?	[IN:DECLINED_TRANSFER I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?]
Can I change my in at all ATM's?	[IN:CHANGE_PIN Can I change my in at all ATM's?]
How long will it take for me to get my card?	[IN:CARD_ARRIVAL How long will it take for me to get my card?]
I tried to withdraw $100 but only got $20. What happened?	[IN:WRONG_AMOUNT_OF_CASH_RECEIVED I tried to withdraw $100 but only got $20. What happened?]
Do you have a return policy?	[IN:REQUEST_REFUND Do you have a return policy?]
The exchange rate is incorrect for my payment.	[IN:CARD_PAYMENT_WRONG_EXCHANGE_RATE The exchange rate is incorrect for my payment.]
What ATMs use this card?	[IN:ATM_SUPPORT What ATMs use this card?]
The ATM wouldn't allow me to withdraw money	[IN:DECLINED_CASH_WITHDRAWAL The ATM wouldn't allow me to withdraw money]
There is a direct debit charge on my account that I don't recognize.	[IN:DIRECT_DEBIT_PAYMENT_NOT_RECOGNISED There is a direct debit charge on my account that I don't recognize.]
Will there be a fee to receive a physical card?	[IN:ORDER_PHYSICAL_CARD Will there be a fee to receive a physical card?]
