utterance	output
give me the lowest fare from atlanta to denver on may seventh please	[IN:ATIS_AIRFARE give me the [SL:COST_RELATIVE lowest] fare from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME denver] on [SL:DEPART_DATE.MONTH_NAME may] [SL:DEPART_DATE.DAY_NUMBER seventh] please]
what does the fare code qw mean	[IN:ATIS_ABBREVIATION what does the fare code [SL:FARE_BASIS_CODE qw] mean]
flights that go from oakland to philadelphia on friday	[IN:ATIS_FLIGHT flights that go from [SL:FROMLOC.CITY_NAME oakland] to [SL:TOLOC.CITY_NAME philadelphia] on [SL:DEPART_DATE.DAY_NAME friday]]
what are the dinner flights from indianapolis to san diego on wednesday may twelfth	[IN:ATIS_FLIGHT what are the [SL:MEAL_DESCRIPTION dinner] flights from [SL:FROMLOC.CITY_NAME indianapolis] to [SL:TOLOC.CITY_NAME san diego] on [SL:DEPART_DATE.DAY_NAME wednesday] [SL:DEPART_DATE.MONTH_NAME may] [SL:DEPART_DATE.DAY_NUMBER twelfth]]
i'd like to find the cheapest flight from washington dc to atlanta	[IN:ATIS_FLIGHT i'd like to find the [SL:COST_RELATIVE cheapest] flight from [SL:FROMLOC.CITY_NAME washington] [SL:FROMLOC.STATE_CODE dc] to [SL:TOLOC.CITY_NAME atlanta]]
i would like a flight from boston to san francisco on august seventeenth	[IN:ATIS_FLIGHT i would like a flight from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.MONTH_NAME august] [SL:DEPART_DATE.DAY_NUMBER seventeenth]]
please show all flights from philadelphia to denver airport next sunday	[IN:ATIS_FLIGHT please show all flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.AIRPORT_NAME denver airport] [SL:DEPART_DATE.DATE_RELATIVE next] [SL:DEPART_DATE.DAY_NAME sunday]]
show me flights from pittsburgh to san francisco on friday leaving after 12 noon	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME friday] leaving [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 12 noon]]
american flights to houston from cincinnati	[IN:ATIS_FLIGHT [SL:AIRLINE_NAME american] flights to [SL:TOLOC.CITY_NAME houston] from [SL:FROMLOC.CITY_NAME cincinnati]]
what is the cheapest one way fare from atlanta to boston	[IN:ATIS_AIRFARE what is the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP one way] fare from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME boston]]
what is the least expensive one way fare from boston to san francisco	[IN:ATIS_AIRFARE what is the [SL:COST_RELATIVE least expensive] [SL:ROUND_TRIP one way] fare from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco]]
philadelphia to boston monday	[IN:ATIS_FLIGHT [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME boston] [SL:DEPART_DATE.DAY_NAME monday]]
please list the twa flights from las vegas to new york and fare	[IN:ATIS_FLIGHT please list the [SL:AIRLINE_CODE twa] flights from [SL:FROMLOC.CITY_NAME las vegas] to [SL:TOLOC.CITY_NAME new york] and fare]
show me flights from dallas to baltimore	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME baltimore]]
now i want to see return flights from miami to new york	[IN:ATIS_FLIGHT now i want to see [SL:ROUND_TRIP return] flights from [SL:FROMLOC.CITY_NAME miami] to [SL:TOLOC.CITY_NAME new york]]
flight from denver to dallas fort worth	[IN:ATIS_FLIGHT flight from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME dallas fort worth]]
on july twenty third an early flight on american from philadelphia to san francisco	[IN:ATIS_FLIGHT on [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER twenty third] an [SL:FLIGHT_MOD early] flight on [SL:AIRLINE_NAME american] from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME san francisco]]
show me all the flights from toronto on nationair	[IN:ATIS_FLIGHT show me all the flights from [SL:FROMLOC.CITY_NAME toronto] on [SL:AIRLINE_NAME nationair]]
display all flights from denver to san francisco on august seven	[IN:ATIS_FLIGHT display all flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.MONTH_NAME august] [SL:DEPART_DATE.DAY_NUMBER seven]]
show me the united flights which go from boston to washington dc	[IN:ATIS_FLIGHT show me the [SL:AIRLINE_NAME united] flights which go from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc]]
i would like a flight as early as possible in the day leaving from boston and to denver	[IN:ATIS_FLIGHT i would like a flight as [SL:FLIGHT_MOD early] as possible in the day leaving from [SL:FROMLOC.CITY_NAME boston] and to [SL:TOLOC.CITY_NAME denver]]
list all flights on saturday from dallas to san francisco nonstop	[IN:ATIS_FLIGHT list all flights on [SL:DEPART_DATE.DAY_NAME saturday] from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME san francisco] [SL:FLIGHT_STOP nonstop]]
what is your last trip on august twenty seventh from washington to boston	[IN:ATIS_FLIGHT what is your [SL:FLIGHT_MOD last] trip on [SL:DEPART_DATE.MONTH_NAME august] [SL:DEPART_DATE.DAY_NUMBER twenty seventh] from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME boston]]
show me the flights from baltimore to oakland please	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME oakland] please]
which united airlines flight flies from boston to san francisco and makes a stopover in philadelphia	[IN:ATIS_FLIGHT which [SL:AIRLINE_NAME united airlines] flight flies from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] and makes a stopover in [SL:STOPLOC.CITY_NAME philadelphia]]
list all daily flights between boston and oakland using american airlines	[IN:ATIS_FLIGHT list all [SL:FLIGHT_DAYS daily] flights between [SL:FROMLOC.CITY_NAME boston] and [SL:TOLOC.CITY_NAME oakland] using [SL:AIRLINE_NAME american airlines]]
what flights leave pittsburgh for denver on monday night	[IN:ATIS_FLIGHT what flights leave [SL:FROMLOC.CITY_NAME pittsburgh] for [SL:TOLOC.CITY_NAME denver] on [SL:DEPART_DATE.DAY_NAME monday] [SL:DEPART_TIME.PERIOD_OF_DAY night]]
list all flights from boston to san francisco with the maximum number of stops	[IN:ATIS_FLIGHT list all flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] with the [SL:FLIGHT_STOP maximum number of stops]]
does eastern airlines fly between boston and washington	[IN:ATIS_FLIGHT does [SL:AIRLINE_NAME eastern airlines] fly between [SL:FROMLOC.CITY_NAME boston] and [SL:TOLOC.CITY_NAME washington]]
what delta flights are available from pittsburgh to san francisco	[IN:ATIS_FLIGHT what [SL:AIRLINE_NAME delta] flights are available from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop	[IN:ATIS_FLIGHT find a flight between [SL:FROMLOC.CITY_NAME denver] and [SL:TOLOC.CITY_NAME oakland] the flight should be in the [SL:DEPART_TIME.PERIOD_OF_DAY afternoon] and arrive [SL:ARRIVE_TIME.TIME_RELATIVE close] to [SL:ARRIVE_TIME.TIME 5 pm] the flight should be [SL:FLIGHT_STOP nonstop]]
can you tell me about ground transportation between the dallas airport and downtown dallas	[IN:ATIS_GROUND_SERVICE can you tell me about ground transportation between the [SL:FROMLOC.AIRPORT_NAME [SL:TOLOC.CITY_NAME dallas] airport] and downtown [SL:TOLOC.CITY_NAME dallas]]
on july eighth i'd like a flight from newark to orlando in the morning	[IN:ATIS_FLIGHT on [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER eighth] i'd like a flight from [SL:FROMLOC.CITY_NAME newark] to [SL:TOLOC.CITY_NAME orlando] in the [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
show first flight from pittsburgh to atlanta on wednesday	[IN:ATIS_FLIGHT show [SL:FLIGHT_MOD first] flight from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME atlanta] on [SL:DEPART_DATE.DAY_NAME wednesday]]
what is yyz	[IN:ATIS_ABBREVIATION what is [SL:AIRPORT_CODE yyz]]
what are the flights from san jose to nashville on thursday the twentieth	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME san jose] to [SL:TOLOC.CITY_NAME nashville] on [SL:DEPART_DATE.DAY_NAME thursday] the [SL:DEPART_DATE.DAY_NUMBER twentieth]]
what is the distance from los angeles international airport to los angeles	[IN:ATIS_DISTANCE what is the distance from [SL:FROMLOC.AIRPORT_NAME [SL:TOLOC.CITY_NAME los angeles] international airport] to [SL:TOLOC.CITY_NAME los angeles]]
show me all flights from san diego to los angeles	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME san diego] to [SL:TOLOC.CITY_NAME los angeles]]
list all flights leaving san francisco monday afternoon arriving in pittsburgh	[IN:ATIS_FLIGHT list all flights leaving [SL:FROMLOC.CITY_NAME san francisco] [SL:DEPART_DATE.DAY_NAME monday] [SL:DEPART_TIME.PERIOD_OF_DAY afternoon] arriving in [SL:TOLOC.CITY_NAME pittsburgh]]
show me the delta flights from san francisco to boston	[IN:ATIS_FLIGHT show me the [SL:AIRLINE_NAME delta] flights from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME boston]]
show me all flights from san francisco to boston philadelphia or baltimore	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME san francisco] to boston philadelphia or [SL:TOLOC.CITY_NAME baltimore]]
what are the afternoon flights for denver to san francisco	[IN:ATIS_FLIGHT what are the [SL:DEPART_TIME.PERIOD_OF_DAY afternoon] flights for [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME san francisco]]
i would like a morning flight from milwaukee to denver colorado please	[IN:ATIS_FLIGHT i would like a [SL:DEPART_TIME.PERIOD_OF_DAY morning] flight from [SL:FROMLOC.CITY_NAME milwaukee] to [SL:TOLOC.CITY_NAME denver] [SL:TOLOC.STATE_NAME colorado] please]
show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME denver] which leave [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 5 o'clock pm] the day [SL:DEPART_TIME.TIME_RELATIVE after] tomorrow]
give me the continental flights from seattle	[IN:ATIS_FLIGHT give me the [SL:AIRLINE_NAME continental] flights from [SL:FROMLOC.CITY_NAME seattle]]
what flights do you have between oakland and boston with a stopover in dallas fort worth	[IN:ATIS_FLIGHT what flights do you have between [SL:FROMLOC.CITY_NAME oakland] and [SL:TOLOC.CITY_NAME boston] with a stopover in [SL:STOPLOC.CITY_NAME dallas fort worth]]
i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on	[IN:ATIS_AIRCRAFT i'm traveling from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME atlanta] and i'd like to go sometime [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 5 pm] but i want to know what kind of airplane it's on]
how many united flights are there to san francisco	[IN:ATIS_QUANTITY how many [SL:AIRLINE_NAME united] flights are there to [SL:TOLOC.CITY_NAME san francisco]]
july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore	[IN:ATIS_AIRFARE [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER seventh] what is the cost of a [SL:ROUND_TRIP round trip] ticket traveling [SL:CLASS_TYPE first class] on [SL:AIRLINE_NAME united airlines] leaving from [SL:FROMLOC.CITY_NAME denver] going to [SL:TOLOC.CITY_NAME baltimore]]
what ground transportation is available in san francisco	[IN:ATIS_GROUND_SERVICE what ground transportation is available in [SL:CITY_NAME san francisco]]
what northwest airline flights leave denver before noon	[IN:ATIS_FLIGHT what [SL:AIRLINE_NAME northwest airline] flights leave [SL:FROMLOC.CITY_NAME denver] [SL:DEPART_TIME.TIME_RELATIVE before] [SL:DEPART_TIME.TIME noon]]
show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday	[IN:ATIS_AIRFARE show me any show me what the [SL:CLASS_TYPE first class] fares are of the flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME monday]]
flights from columbus to milwaukee	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME columbus] to [SL:TOLOC.CITY_NAME milwaukee]]
what is the latest flight on wednesday going from atlanta to washington dc	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD latest] flight on [SL:DEPART_DATE.DAY_NAME wednesday] going from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc]]
show flights from pittsburgh to oakland on us airlines with fare information	[IN:ATIS_FLIGHT show flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME oakland] on [SL:AIRLINE_NAME us airlines] with fare information]
all flights from pittsburgh to philadelphia	[IN:ATIS_FLIGHT all flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME philadelphia]]
i need to fly from boston to denver and then to san francisco and back to boston	[IN:ATIS_FLIGHT i need to fly from [SL:FROMLOC.CITY_NAME boston] to denver and then to [SL:TOLOC.CITY_NAME san francisco] and back to [SL:FROMLOC.CITY_NAME boston]]
what does ewr mean	[IN:ATIS_ABBREVIATION what does [SL:AIRPORT_CODE ewr] mean]
what's the cheapest flight from dallas to baltimore on december seventeenth	[IN:ATIS_FLIGHT what's the [SL:COST_RELATIVE cheapest] flight from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME baltimore] on [SL:DEPART_DATE.MONTH_NAME december] [SL:DEPART_DATE.DAY_NUMBER seventeenth]]
what does it cost to fly from boston to oakland on united airlines	[IN:ATIS_AIRFARE what does it cost to fly from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland] on [SL:AIRLINE_NAME united airlines]]
i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am	[IN:ATIS_FLIGHT i want inf[SL:OR or]mation on flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc] i want to leave wednesday after 4 pm [SL:OR or] [SL:DEPART_DATE.DAY_NAME thursday] [SL:DEPART_TIME.TIME_RELATIVE bef[SL:OR or]e] [SL:DEPART_TIME.TIME 9 am]]
i would like to fly from boston to baltimore	[IN:ATIS_FLIGHT i would like to fly from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME baltimore]]
tell me about ground transportation in st. petersburg airport	[IN:ATIS_GROUND_SERVICE tell me about ground transportation in [SL:AIRPORT_NAME st. petersburg airport]]
what are all flights from denver to philadelphia on saturday	[IN:ATIS_FLIGHT what are all flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME philadelphia] on [SL:DEPART_DATE.DAY_NAME saturday]]
list the flights from toronto to salt lake city	[IN:ATIS_FLIGHT list the flights from [SL:FROMLOC.CITY_NAME toronto] to [SL:TOLOC.CITY_NAME salt lake city]]
what are the latest flights that i can take from baltimore to boston	[IN:ATIS_FLIGHT what are the [SL:FLIGHT_MOD latest] flights that i can take from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME boston]]
what flights are between dfw and oakland	[IN:ATIS_FLIGHT what flights are between [SL:FROMLOC.AIRPORT_CODE dfw] and [SL:TOLOC.CITY_NAME oakland]]
i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please	[IN:ATIS_FLIGHT i need a listing of flights from [SL:FROMLOC.CITY_NAME st. petersburg] [SL:FROMLOC.STATE_NAME florida] to [SL:TOLOC.CITY_NAME tacoma] [SL:TOLOC.STATE_NAME washington] leaving [SL:DEPART_DATE.TODAY_RELATIVE tomorrow] and i would like to have a stopover in [SL:STOPLOC.CITY_NAME milwaukee] please]
what flights from atlanta to washington	[IN:ATIS_FLIGHT what flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME washington]]
show fares and flights from denver to oakland	[IN:ATIS_AIRFARE show fares and flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME oakland]]
show me the cheapest flights from san francisco to philadelphia	[IN:ATIS_FLIGHT show me the [SL:COST_RELATIVE cheapest] flights from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME philadelphia]]
show all flights from pittsburgh to san francisco	[IN:ATIS_FLIGHT show all flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
show me round trip tickets from new york to miami	[IN:ATIS_AIRFARE show me [SL:ROUND_TRIP round trip] tickets from [SL:FROMLOC.CITY_NAME new york] to [SL:TOLOC.CITY_NAME miami]]
show me the flights from boston to san francisco that stop in dallas	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] that stop in [SL:STOPLOC.CITY_NAME dallas]]
from las vegas to phoenix	[IN:ATIS_FLIGHT from [SL:FROMLOC.CITY_NAME las vegas] to [SL:TOLOC.CITY_NAME phoenix]]
show me the flights from boston to oakland	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland]]
i need late flight wednesday from oakland to salt lake city	[IN:ATIS_FLIGHT i need [SL:FLIGHT_MOD late] flight [SL:DEPART_DATE.DAY_NAME wednesday] from [SL:FROMLOC.CITY_NAME oakland] to [SL:TOLOC.CITY_NAME salt lake city]]
i need information from denver to pittsburgh	[IN:ATIS_FLIGHT i need information from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME pittsburgh]]
please list all flights between indianapolis and orlando on the twenty seventh of december	[IN:ATIS_FLIGHT please list all flights between [SL:FROMLOC.CITY_NAME indianapolis] and [SL:TOLOC.CITY_NAME orlando] on the [SL:DEPART_DATE.DAY_NUMBER twenty seventh] of [SL:DEPART_DATE.MONTH_NAME december]]
okay i'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first	[IN:ATIS_FLIGHT okay i'd like a [SL:FLIGHT_STOP nonstop] flight from [SL:FROMLOC.CITY_NAME houston] to [SL:TOLOC.CITY_NAME memphis] that arrives in [SL:TOLOC.CITY_NAME memphis] in the [SL:DEPART_TIME.PERIOD_OF_DAY early] [SL:ARRIVE_TIME.PERIOD_OF_DAY afternoon] on [SL:ARRIVE_DATE.DAY_NAME tuesday] [SL:ARRIVE_DATE.MONTH_NAME june] [SL:ARRIVE_DATE.DAY_NUMBER first]]
i'd like a flight from boston to san francisco leaving in the afternoon any time please	[IN:ATIS_FLIGHT i'd like a flight from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] leaving in the [SL:DEPART_TIME.PERIOD_OF_DAY afternoon] any time please]
show me the round trip tickets from baltimore to atlanta	[IN:ATIS_AIRFARE show me the [SL:ROUND_TRIP round trip] tickets from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME atlanta]]
show me all flights from philadelphia to denver on sunday which leave philadelphia after noon	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME denver] on [SL:DEPART_DATE.DAY_NAME sunday] which leave [SL:FROMLOC.CITY_NAME philadelphia] [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME noon]]
flights between milwaukee and orlando one way	[IN:ATIS_FLIGHT flights between [SL:FROMLOC.CITY_NAME milwaukee] and [SL:TOLOC.CITY_NAME orlando] [SL:ROUND_TRIP one way]]
show me the one way flights from detroit to westchester county	[IN:ATIS_FLIGHT show me the [SL:ROUND_TRIP one way] flights from [SL:FROMLOC.CITY_NAME detroit] to [SL:TOLOC.CITY_NAME westchester county]]
find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm before 10 pm	[IN:ATIS_FLIGHT find travel arrangements for a [SL:ROUND_TRIP round trip] flight from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME pittsburgh] arriving after 8 pm [SL:ARRIVE_TIME.TIME_RELATIVE before] [SL:ARRIVE_TIME.TIME 10 pm]]
i want to go from boston to oakland on united and leave at 838 am which flight should i take	[IN:ATIS_FLIGHT i want to go from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland] on [SL:AIRLINE_NAME united] and leave at [SL:DEPART_TIME.TIME 838 am] which flight should i take]
list all united flights from boston to san francisco with fare code qx	[IN:ATIS_FLIGHT list all [SL:AIRLINE_NAME united] flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] with fare code [SL:FARE_BASIS_CODE qx]]
what is restriction ap 80	[IN:ATIS_ABBREVIATION what is restriction [SL:RESTRICTION_CODE ap 80]]
what are the flights from nashville to tacoma on tuesday the eighteenth of may	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME nashville] to [SL:TOLOC.CITY_NAME tacoma] on [SL:DEPART_DATE.DAY_NAME tuesday] the [SL:DEPART_DATE.DAY_NUMBER eighteenth] of [SL:DEPART_DATE.MONTH_NAME may]]
what type of ground transportation is available at logan airport	[IN:ATIS_GROUND_SERVICE what type of ground transportation is available at [SL:AIRPORT_NAME logan airport]]
what flights from indianapolis to memphis	[IN:ATIS_FLIGHT what flights from [SL:FROMLOC.CITY_NAME indianapolis] to [SL:TOLOC.CITY_NAME memphis]]
which flights are there on tuesday from san francisco to pittsburgh	[IN:ATIS_FLIGHT which flights are there on [SL:DEPART_DATE.DAY_NAME tuesday] from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME pittsburgh]]
show me flights from washington to boston on friday	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME boston] on [SL:DEPART_DATE.DAY_NAME friday]]
what is airline dl	[IN:ATIS_AIRLINE what is airline [SL:AIRLINE_CODE dl]]
what are the fares for flights between atlanta and dfw provided by american airlines	[IN:ATIS_AIRFARE what are the fares for flights between [SL:FROMLOC.CITY_NAME atlanta] and [SL:TOLOC.AIRPORT_CODE dfw] provided by [SL:AIRLINE_NAME american airlines]]
show me the ground transportation in the salt lake city airport	[IN:ATIS_GROUND_SERVICE show me the ground transportation in the [SL:AIRPORT_NAME salt lake city airport]]
do all the flights to oakland land at the same place	[IN:ATIS_FLIGHT do all the flights to [SL:TOLOC.CITY_NAME oakland] land at the same place]
i'm interested in the cheapest fare from washington to fort worth	[IN:ATIS_AIRFARE i'm interested in the [SL:COST_RELATIVE cheapest] fare from [SL:FROMLOC.CITY_NAME washington] to [SL:TOLOC.CITY_NAME fort worth]]
please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday	[IN:ATIS_FLIGHT please show me flights which cost [SL:COST_RELATIVE less] than or equal to [SL:FARE_AMOUNT 466 dollars] from [SL:FROMLOC.CITY_NAME new york] to [SL:TOLOC.CITY_NAME miami] leaving on a [SL:DEPART_DATE.DAY_NAME tuesday]]
now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday	[IN:ATIS_FLIGHT now i need a flight leaving [SL:FROMLOC.CITY_NAME fort worth] and arriving in [SL:TOLOC.CITY_NAME denver] [SL:ARRIVE_TIME.TIME_RELATIVE no later than] [SL:ARRIVE_TIME.TIME 2 pm] [SL:ARRIVE_DATE.DATE_RELATIVE next] [SL:ARRIVE_DATE.DAY_NAME monday]]
all flights from boston to washington dc on the tenth of november	[IN:ATIS_FLIGHT all flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc] on the [SL:DEPART_DATE.DAY_NUMBER tenth] of [SL:DEPART_DATE.MONTH_NAME november]]
ground transportation philadelphia	[IN:ATIS_GROUND_SERVICE ground transportation [SL:CITY_NAME philadelphia]]
i want the flights from toronto to san diego that stop in st. louis	[IN:ATIS_FLIGHT i want the flights from [SL:FROMLOC.CITY_NAME toronto] to [SL:TOLOC.CITY_NAME san diego] that stop in [SL:STOPLOC.CITY_NAME st. louis]]
hi i need to go from cincinnati to san jose california after 6 pm on saturday	[IN:ATIS_FLIGHT hi i need to go from [SL:FROMLOC.CITY_NAME cincinnati] to [SL:TOLOC.CITY_NAME san jose] [SL:TOLOC.STATE_NAME california] [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 6 pm] on [SL:DEPART_DATE.DAY_NAME saturday]]
show me the flights from love field	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.AIRPORT_NAME love field]]
show me flights from pittsburgh to philadelphia	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME philadelphia]]
while i'm in pittsburgh what ground transportation is available	[IN:ATIS_GROUND_SERVICE while i'm in [SL:CITY_NAME pittsburgh] what ground transportation is available]
show me the flights from denver to philadelphia and the flights from pittsburgh to philadelphia	[IN:ATIS_FLIGHT show me the flights from denver to [SL:TOLOC.CITY_NAME philadelphia] and the flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME philadelphia]]
what airplane types fly from pittsburgh to baltimore	[IN:ATIS_AIRCRAFT what airplane types fly from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME baltimore]]
list the flights from dallas to san francisco on american airlines	[IN:ATIS_FLIGHT list the flights from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME san francisco] on [SL:AIRLINE_NAME american airlines]]
train to newark	[IN:ATIS_GROUND_SERVICE [SL:TRANSPORT_TYPE train] to [SL:CITY_NAME newark]]
what flights go to san francisco from boston	[IN:ATIS_FLIGHT what flights go to [SL:TOLOC.CITY_NAME san francisco] from [SL:FROMLOC.CITY_NAME boston]]
show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME dallas] which arrive in [SL:TOLOC.CITY_NAME dallas] [SL:ARRIVE_TIME.TIME_RELATIVE before] [SL:ARRIVE_TIME.TIME 3 o'clock pm] on [SL:ARRIVE_DATE.DAY_NAME saturday]]
list evening flights tomorrow from phoenix to detroit	[IN:ATIS_FLIGHT list [SL:DEPART_TIME.PERIOD_OF_DAY evening] flights [SL:DEPART_DATE.TODAY_RELATIVE tomorrow] from [SL:FROMLOC.CITY_NAME phoenix] to [SL:TOLOC.CITY_NAME detroit]]
