utterance	output
江山有奇峰，下一句。	[IN:QUERY [SL:KEYWORD 江山有奇峰]，[SL:QUERYFIELD 下一句]。]
读一首唐诗。	[IN:QUERY 读一首[SL:DYNASTY 唐]诗。]
打了怎么做红烧肉的做法？	[IN:QUERY 打了怎么做[SL:DISHNAME 红烧肉]的做法？]
查看王老师的号码	[IN:QUERY 查看[SL:NAME 王老师]的号码]
来一首我们的歌谣。	[IN:PLAY 来一首[SL:SONG 我们的歌谣]。]
豆腐花的做法。	[IN:QUERY [SL:DISHNAME 豆腐花]的做法。]
等，请播报新闻	[IN:PLAY 等，请播报新闻]
风车第十五集	[IN:QUERY [SL:NAME 风车][SL:EPISODE 第十五集]]
说一句，白居易的诗。	[IN:QUERY 说一句，[SL:AUTHOR 白居易]的诗。]
翻译秋天	[IN:TRANSLATION 翻译[SL:CONTENT 秋天]]
爱情片	[IN:QUERY [SL:TAG 爱情][SL:CATEGORY 片]]
哥猜个谜语。	[IN:QUERY 哥猜个[SL:CATEGORY 谜语]。]
给小鱼打电话	[IN:DIAL 给[SL:NAME 小鱼]打电话]
智取威虎山	[IN:QUERY [SL:NAME 智取威虎山]]
我想要看很火的电影	[IN:QUERY 我想要看很[SL:POPULARITY 火]的[SL:CATEGORY 电影]]
查一下杭州到鹰潭的火车票	[IN:QUERY 查一下[SL:STARTLOC_CITY 杭州]到[SL:ENDLOC_CITY 鹰潭]的火车票]
九阴真经	[IN:QUERY [SL:NAME 九阴真经]]
我不吃英文怎么讲	[IN:TRANSLATION [SL:CONTENT 我不吃][SL:TARGET 英文]怎么讲]
t我要听新闻。	[IN:PLAY t我要听新闻。]
永高股份的股票	[IN:QUERY [SL:NAME 永高股份]的股票]
辛夷坞原来你还在这里小说	[IN:QUERY [SL:AUTHOR 辛夷坞][SL:NAME 原来你还在这里]小说]
把小新的号码发给徐云蔚	[IN:SENDCONTACTS 把[SL:NAME 小新]的号码发给[SL:RECEIVER 徐云蔚]]
快乐大本营什么时间播？	[IN:QUERY [SL:NAME 快乐大本营]什么时间播？]
去深圳怎么坐车？	[IN:ROUTE 去[SL:ENDLOC_CITY 深圳]怎么坐车？]
做红酒怎么做啊？	[IN:QUERY 做[SL:INGREDIENT 红酒]怎么做啊？]
哪个电视台在演叶问。	[IN:QUERY 哪个电视台在演[SL:NAME 叶问]。]
山寨鱼怎么做？	[IN:QUERY [SL:DISHNAME 山寨鱼]怎么做？]
床前明月光下一句是怎么说	[IN:QUERY [SL:KEYWORD 床前明月光][SL:QUERYFIELD 下一句]是怎么说]
打开五五两性网站	[IN:OPEN 打开[SL:NAME 五五两性网站]]
我要看现代重生小说	[IN:QUERY 我要看[SL:CATEGORY 现代重生]小说]
北京国安5月23号比赛和谁踢	[IN:QUERY [SL:NAME 北京国安][SL:DATETIME_DATE 5月23号]比赛和谁踢]
你不来一首涛声依旧，那你。	[IN:PLAY 你不来一首[SL:SONG 涛声依旧]，那你。]
我想看喜羊羊	[IN:QUERY 我想看[SL:NAME 喜羊羊]]
中国最强音	[IN:QUERY [SL:NAME 中国最强音]]
周六晚上重庆卫视有转播神探高伦布吗	[IN:QUERY [SL:DATETIME_DATE 周六][SL:DATETIME_TIME 晚上][SL:TVCHANNEL 重庆卫视]有转播[SL:NAME 神探高伦布]吗]
熊出没是几点开始播放。	[IN:QUERY [SL:NAME 熊出没]是几点开始播放。]
从科大讯飞到天鹅湖怎么走能不走高速	[IN:ROUTE 从[SL:STARTLOC_POI 科大讯飞]到[SL:ENDLOC_POI 天鹅湖]怎么走能不走高速]
怎样做面筋	[IN:QUERY 怎样做[SL:INGREDIENT 面筋]]
给园园发短信	[IN:SEND 给[SL:NAME 园园]发短信]
葱烧海参怎么做	[IN:QUERY [SL:DISHNAME 葱烧海参]怎么做]
搜索一下白居易的诗。	[IN:QUERY 搜索一下[SL:AUTHOR 白居易]的诗。]
来个字谜吗？	[IN:QUERY 来个[SL:CATEGORY 字谜]吗？]
从这里去瑞金路怎么走	[IN:ROUTE 从这里去[SL:ENDLOC_POI 瑞金路]怎么走]
茅屋为秋风所破歌杜甫。	[IN:QUERY [SL:NAME 茅屋为秋风所破歌][SL:AUTHOR 杜甫]。]
查询郑州到上海的航班。	[IN:QUERY 查询[SL:STARTLOC_CITY 郑州]到[SL:ENDLOC_CITY 上海]的航班。]
南京熊猫股票	[IN:QUERY [SL:NAME 南京熊猫]股票]
打电话给陈永聪	[IN:DIAL 打电话给[SL:NAME 陈永聪]]
我要看巴拉小魔仙	[IN:QUERY 我要看[SL:NAME 巴拉小魔仙]]
有道词典	[IN:LAUNCH [SL:NAME 有道词典]]
查寻天龙集团的股票	[IN:QUERY 查寻[SL:NAME 天龙集团]的股票]
我要回复这条邮件	[IN:REPLY 我要回复这条邮件]
本省农村广播	[IN:LAUNCH 本省[SL:CATEGORY 农村]广播]
搜索国外大片	[IN:QUERY 搜索[SL:AREA 国外][SL:CATEGORY 大片]]
炒豆腐。	[IN:QUERY [SL:DISHNAME 炒豆腐]。]
搜索蒙牛的股市行情	[IN:QUERY 搜索[SL:NAME 蒙牛]的股市行情]
意大利面。	[IN:QUERY [SL:DISHNAME 意大利面]。]
过敏性鼻炎怎么治疗	[IN:QUERY [SL:KEYWORD 过敏性鼻炎]怎么治疗]
七月三十一日上海虹桥到北京的航班	[IN:QUERY [SL:STARTDATE_DATE 七月三十一日][SL:STARTLOC_CITY 上海][SL:STARTLOC_POI 虹桥]到[SL:ENDLOC_CITY 北京]的航班]
我要上网打开百度	[IN:OPEN 我要上网打开[SL:NAME 百度]]
电视回看安徽卫视	[IN:LOOK_BACK 电视回看[SL:TVCHANNEL 安徽卫视]]
帮我查一下明天南昌到广州的飞机票	[IN:QUERY 帮我查一下[SL:STARTDATE_DATE 明天][SL:STARTLOC_CITY 南昌]到[SL:ENDLOC_CITY 广州]的飞机票]
请帮我调频89.6武汉交通广播电台	[IN:LAUNCH 请帮我调频[SL:CODE 89.6][SL:NAME 武汉交通广播电台]]
请帮我调频97.5湖南人民广播电台文艺台	[IN:LAUNCH 请帮我调频[SL:CODE 97.5][SL:NAME 湖南人民广播电台文艺台]]
发邮件给灿灿说明早我们一起跑步	[IN:SEND 发邮件给[SL:NAME 灿灿]说[SL:CONTENT 明早我们一起跑步]]
再讲一个谜语吧！	[IN:QUERY 再讲一个[SL:CATEGORY 谜语]吧！]
随便来首刘德华的歌。	[IN:PLAY 随便来首[SL:ARTIST 刘德华]的歌。]
中超的比赛预告。	[IN:QUERY [SL:CATEGORY 中超]的比赛[SL:TYPE 预告]。]
附近电影院。	[IN:QUERY 附近电影院。]
朗读一首李白的诗呗！	[IN:QUERY 朗读一首[SL:AUTHOR 李白]的诗呗！]
淮南电视台综合频道节目。	[IN:QUERY [SL:TVCHANNEL 淮南电视台综合频道]节目。]
查一下从广州到南宁的火车票	[IN:QUERY 查一下从[SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 南宁]的火车票]
听新闻，姨。	[IN:PLAY 听新闻，姨。]
广西新闻网	[IN:OPEN [SL:NAME 广西新闻网]]
那就来个字谜吧！	[IN:QUERY 那就来个[SL:CATEGORY 字谜]吧！]
感冒注意什么？	[IN:QUERY [SL:KEYWORD 感冒]注意什么？]
打开浦口生活资讯频道	[IN:PLAY 打开[SL:NAME 浦口生活资讯]频道]
打开科大讯飞网站	[IN:OPEN 打开[SL:NAME 科大讯飞]网站]
最新的新闻播报一下	[IN:PLAY [SL:KEYWORD 最新]的新闻播报一下]
古墓丽影	[IN:QUERY [SL:NAME 古墓丽影]]
打开我的网易	[IN:OPEN 打开我的[SL:NAME 网易]]
甲亢怎么治疗？	[IN:QUERY [SL:KEYWORD 甲亢]怎么治疗？]
查一下济南到潍坊昌乐的火车	[IN:QUERY 查一下[SL:STARTLOC_CITY 济南]到[SL:ENDLOC_CITY 潍坊][SL:ENDLOC_AREA 昌乐]的火车]
我想知道科大讯飞的市值	[IN:QUERY 我想知道[SL:NAME 科大讯飞]的市值]
给靖哥哥发短信说我不回来吃饭了	[IN:SEND 给[SL:NAME 靖哥哥]发短信说[SL:CONTENT 我不回来吃饭了]]
帮我切换到湖南卫视	[IN:PLAY 帮我切换到[SL:NAME 湖南卫视]]
BTV生活节目选择回放	[IN:LOOK_BACK [SL:TVCHANNEL BTV生活]节目选择回放]
看网易财经	[IN:OPEN 看[SL:NAME 网易财经]]
脊髓损伤。	[IN:QUERY [SL:KEYWORD 脊髓损伤]。]
请打开人人网	[IN:OPEN 请打开[SL:NAME 人人网]]
给丹丹发信息我一会儿就回来别等我了	[IN:SEND 给[SL:NAME 丹丹]发信息[SL:CONTENT 我一会儿就回来别等我了]]
蒸鸡蛋糕	[IN:QUERY [SL:DISHNAME 蒸鸡蛋糕]]
高尔夫网球	[IN:PLAY [SL:NAME 高尔夫网球]]
给我找到今天的新闻。	[IN:PLAY 给我找到[SL:DATETIME_DATE 今天]的新闻。]
给梁辉坚发短信	[IN:SEND 给[SL:NAME 梁辉坚]发短信]
发信息给盛吉	[IN:SEND 发信息给[SL:NAME 盛吉]]
搜索，西米露的做法。	[IN:QUERY 搜索，[SL:DISHNAME 西米露]的做法。]
鲤鱼怎么做？	[IN:QUERY [SL:INGREDIENT 鲤鱼]怎么做？]
沿途有没有加油站	[IN:POSITION 沿途有没有[SL:LOCATION_POI 加油站]]
现在有什么热点新闻？	[IN:PLAY [SL:DATETIME_TIME 现在]有什么[SL:CATEGORY 热点]新闻？]
我不知道的英文怎么说	[IN:TRANSLATION [SL:CONTENT 我不知道]的[SL:TARGET 英文]怎么说]
哦我想看中央一台	[IN:PLAY 哦我想看[SL:NAME 中央一台]]
仓央嘉措的诗词。	[IN:QUERY [SL:AUTHOR 仓央嘉措]的诗词。]
女子特警队之火凤凰	[IN:QUERY [SL:NAME 女子特警队之火凤凰]]
今天的新闻有什么？	[IN:PLAY [SL:DATETIME_DATE 今天]的新闻有什么？]
能不能帮我接听中广流行网	[IN:LAUNCH 能不能帮我接听[SL:NAME 中广流行网]]
甲亢。	[IN:QUERY [SL:KEYWORD 甲亢]。]
打电话给张帕楼	[IN:DIAL 打电话给[SL:NAME 张帕楼]]
灯谜惑下。	[IN:QUERY [SL:CATEGORY 灯谜]惑下。]
酸菜鱼怎么烧的？	[IN:QUERY [SL:DISHNAME 酸菜鱼]怎么烧的？]
查询科大讯飞的股价	[IN:QUERY 查询[SL:NAME 科大讯飞]的股价]
黄豆猪蹄汤。	[IN:QUERY [SL:DISHNAME 黄豆猪蹄汤]。]
啊，猜个谜语给我听。	[IN:QUERY 啊，猜个[SL:CATEGORY 谜语]给我听。]
命运派对	[IN:QUERY [SL:NAME 命运派对]]
去金湖县城	[IN:ROUTE 去[SL:ENDLOC_POI 金湖县城]]
2012年美国公告牌音乐大奖颁奖礼	[IN:QUERY [SL:DATETIME_DATE 2012年][SL:NAME 美国公告牌音乐大奖颁奖礼]]
洛阳至西安的火车	[IN:QUERY [SL:STARTLOC_CITY 洛阳]至[SL:ENDLOC_CITY 西安]的火车]
炸里鸡的做法。	[IN:QUERY [SL:DISHNAME 炸里鸡]的做法。]
搜索最新新闻。	[IN:PLAY 搜索最新新闻。]
土豆怎么做才好吃？	[IN:QUERY [SL:INGREDIENT 土豆]怎么做才好吃？]
安徽卫视今天晚上放什么？	[IN:QUERY [SL:TVCHANNEL 安徽卫视][SL:DATETIME_DATE 今天][SL:DATETIME_TIME 晚上]放什么？]
从南京到亳州怎么走	[IN:ROUTE 从[SL:STARTLOC_CITY 南京]到[SL:ENDLOC_CITY 亳州]怎么走]
查询厦门到武夷山的航班	[IN:QUERY 查询[SL:STARTLOC_CITY 厦门]到[SL:ENDLOC_AREA 武夷山]的航班]
今日头条新闻。	[IN:PLAY [SL:MEDIA 今日头条]新闻。]
请查询天津市到哈尔滨的车。	[IN:QUERY 请查询[SL:SRC 天津市]到[SL:DEST 哈尔滨]的车。]
大家今天心情如何用英语怎么说	[IN:TRANSLATION [SL:CONTENT 大家今天心情如何]用[SL:TARGET 英语]怎么说]
查寻三星股价	[IN:QUERY 查寻[SL:NAME 三星]股价]
背一首，纳兰容若的词。	[IN:QUERY 背一首，[SL:AUTHOR 纳兰容若]的词。]
呼叫小惠	[IN:DIAL 呼叫[SL:NAME 小惠]]
下载飞信	[IN:DOWNLOAD 下载[SL:NAME 飞信]]
开启邮件	[IN:LAUNCH 开启邮件]
给黄杠发短信	[IN:SEND 给[SL:NAME 黄杠]发短信]
国际象棋开局	[IN:LAUNCH [SL:NAME 国际象棋]开局]
帮我查一查今天的新闻。	[IN:PLAY 帮我查一查[SL:DATETIME_DATE 今天]的新闻。]
介绍一下尖锐湿疣	[IN:QUERY 介绍一下[SL:KEYWORD 尖锐湿疣]]
你不会念唐诗吗？	[IN:QUERY 你不会念[SL:DYNASTY 唐]诗吗？]
中国共产主义的英文怎么说	[IN:TRANSLATION [SL:CONTENT 中国共产主义]的[SL:TARGET 英文]怎么说]
查找通讯录	[IN:QUERY 查找[SL:NAME 通讯录]]
高清中央8	[IN:PLAY [SL:RESOLUTION 高清][SL:NAME 中央8]]
我要看古言小说	[IN:QUERY 我要看[SL:CATEGORY 古言]小说]
腊鱼。	[IN:QUERY [SL:DISHNAME 腊鱼]。]
平阳怎么走吗	[IN:ROUTE [SL:ENDLOC_AREA 平阳]怎么走吗]
天才碰麻瓜	[IN:QUERY [SL:NAME 天才碰麻瓜]]
帮我找出红烧肉的做法。	[IN:QUERY 帮我找出[SL:DISHNAME 红烧肉]的做法。]
我想听11年，这首歌哦。	[IN:PLAY 我想听[SL:SONG 11年]，这首歌哦。]
脑瘫	[IN:QUERY [SL:KEYWORD 脑瘫]]
帮我调频92.4中国国际广播电台行不行？	[IN:LAUNCH 帮我调频[SL:CODE 92.4][SL:NAME 中国国际广播电台]行不行？]
怎么做煎饼？	[IN:QUERY 怎么做[SL:DISHNAME 煎饼]？]
发短信给王二白叫她明天过来玩	[IN:SEND 发短信给[SL:NAME 王二白]叫她[SL:CONTENT 明天过来玩]]
听江苏交通广播网	[IN:LAUNCH 听[SL:NAME 江苏交通广播]网]
上美空网	[IN:OPEN 上[SL:NAME 美空网]]
到了有鲈鱼怎么做？	[IN:QUERY 到了有[SL:INGREDIENT 鲈鱼]怎么做？]
昨天的北京新闻	[IN:PLAY [SL:DATETIME_DATE 昨天]的[SL:LOCATION_CITY 北京]新闻]
七星彩	[IN:NUMBER_QUERY [SL:NAME 七星彩]]
我想听昨天晚上的新闻。	[IN:PLAY 我想听[SL:DATETIME_DATE 昨天][SL:DATETIME_TIME 晚上]的新闻。]
可以帮我收听安庆新闻综合广播	[IN:LAUNCH 可以帮我收听[SL:NAME 安庆新闻综合广播]]
月咏牡丹的下一句，是什么？	[IN:QUERY [SL:KEYWORD 月咏牡丹]的[SL:QUERYFIELD 下一句]，是什么？]
打电话给子明	[IN:DIAL 打电话给[SL:NAME 子明]]
好看足球比赛	[IN:QUERY [SL:SCOREDESCR 好看][SL:TAG 足球比赛]]
打电话给阿敏	[IN:DIAL 打电话给[SL:NAME 阿敏]]
烧排骨汤需要什么调料？	[IN:QUERY [SL:DISHNAME 烧排骨汤]需要什么调料？]
我想看现在很流行的小说	[IN:QUERY 我想看现在很[SL:POPULARITY 流行]的小说]
炖鸡	[IN:QUERY [SL:DISHNAME 炖鸡]]
打电话给三路店	[IN:DIAL 打电话给[SL:NAME 三路店]]
那好，那你告诉我西红柿炒鸡蛋，怎么去做？	[IN:QUERY 那好，那你告诉我[SL:DISHNAME 西红柿炒鸡蛋]，怎么去做？]
CCTV6电影	[IN:PLAY [SL:NAME CCTV6电影]]
给陈易云发短消息	[IN:SEND 给[SL:NAME 陈易云]发短消息]
来一句唐诗呗！	[IN:QUERY 来一句[SL:DYNASTY 唐]诗呗！]
查询4月1号从武汉到广州的航班	[IN:QUERY 查询[SL:STARTDATE_DATE 4月1号]从[SL:STARTLOC_CITY 武汉]到[SL:ENDLOC_CITY 广州]的航班]
电影钢铁侠并论。	[IN:QUERY 电影[SL:FILM 钢铁侠]并论。]
截瘫吧	[IN:QUERY [SL:KEYWORD 截瘫]吧]
给木九超打电话	[IN:DIAL 给[SL:NAME 木九超]打电话]
鱼香肉丝，怎么做？不？	[IN:QUERY [SL:DISHNAME 鱼香肉丝]，怎么做？不？]
湖南卫视节目录	[IN:QUERY [SL:TVCHANNEL 湖南卫视]节目录]
出租车的英文怎么说	[IN:TRANSLATION [SL:CONTENT 出租车]的[SL:TARGET 英文]怎么说]
多囊肾怎么治啊？	[IN:QUERY [SL:KEYWORD 多囊肾]怎么治啊？]
回看安徽卫视烽火佳人	[IN:LOOK_BACK 回看[SL:TVCHANNEL 安徽卫视][SL:NAME 烽火佳人]]
四川新闻网	[IN:OPEN [SL:NAME 四川新闻网]]
从二手车市场到八一广场怎么走	[IN:ROUTE 从[SL:STARTLOC_POI 二手车市场]到[SL:ENDLOC_POI 八一广场]怎么走]
帮我写一封邮件	[IN:CREATE 帮我写一封邮件]
讯飞语音我想知道山东省东营市今天的新闻。	[IN:PLAY 讯飞语音我想知道[SL:LOCATION_PROVINCE 山东省][SL:LOCATION_CITY 东营市][SL:DATETIME_DATE 今天]的新闻。]
翻译我想去远方	[IN:TRANSLATION 翻译[SL:CONTENT 我想去远方]]
请打开qq	[IN:LAUNCH 请打开[SL:NAME qq]]
胜者即是正义	[IN:QUERY [SL:NAME 胜者即是正义]]
狗光鱼怎么做？	[IN:QUERY 狗光[SL:INGREDIENT 鱼]怎么做？]
广州至南宁航班。	[IN:QUERY [SL:STARTLOC_CITY 广州]至[SL:ENDLOC_CITY 南宁]航班。]
给万结打电话	[IN:DIAL 给[SL:NAME 万结]打电话]
请问酸辣土豆丝是怎么炒的	[IN:QUERY 请问[SL:DISHNAME 酸辣土豆丝]是怎么炒的]
把张新涛电话发给常胜宾	[IN:SENDCONTACTS 把[SL:NAME 张新涛]电话发给[SL:RECEIVER 常胜宾]]
肠易激综合征。	[IN:QUERY [SL:KEYWORD 肠易激综合征]。]
回放昨晚的焦点访谈	[IN:LOOK_BACK 回放[SL:DATETIME_TIME 昨晚]的[SL:NAME 焦点访谈]]
请帮我查找一下奥特曼大电影	[IN:QUERY 请帮我查找一下[SL:NAME 奥特曼大电影]]
新水浒传	[IN:QUERY [SL:NAME 新水浒传]]
嗯，知道红烧肉怎么做？	[IN:QUERY 嗯，知道[SL:DISHNAME 红烧肉]怎么做？]
杜甫的诗。	[IN:QUERY [SL:AUTHOR 杜甫]的诗。]
那你查一下最近的热门电影是什么？	[IN:QUERY 那你查一下[SL:TIMEDESCR 最近]的[SL:POPULARITY 热门][SL:CATEGORY 电影]是什么？]
海南旅游卫视	[IN:PLAY 海南[SL:NAME 旅游卫视]]
从台州到金华的汽车。	[IN:QUERY 从[SL:SRC 台州]到[SL:DEST 金华]的汽车。]
后天去大连的航班	[IN:QUERY [SL:STARTDATE_DATE 后天]去[SL:ENDLOC_CITY 大连]的航班]
包茎怎么办？	[IN:QUERY [SL:KEYWORD 包茎]怎么办？]
我背一首生查子。	[IN:QUERY 我背一首[SL:NAME 生查子]。]
中国银行股票怎么样	[IN:QUERY [SL:NAME 中国银行]股票怎么样]
我想看董浩配音的动漫	[IN:QUERY 我想看[SL:ARTIST 董浩][SL:ARTISTROLE 配音]的[SL:CATEGORY 动漫]]
唱一首两只蝴蝶。	[IN:PLAY 唱一首[SL:SONG 两只蝴蝶]。]
播放2005年励志动漫	[IN:QUERY 播放[SL:DATETIME_DATE 2005年][SL:TAG 励志][SL:CATEGORY 动漫]]
今天有雨吗	[IN:QUERY [SL:DATETIME_DATE 今天][SL:QUESTIONWORD 有][SL:SUBFOCUS 雨]吗]
给原波发短信	[IN:SEND 给[SL:NAME 原波]发短信]
查询重庆水务股票	[IN:QUERY 查询[SL:NAME 重庆水务]股票]
浙江卫视今晚有中国好声音吗？	[IN:QUERY [SL:TVCHANNEL 浙江卫视][SL:DATETIME_TIME 今晚]有[SL:NAME 中国好声音]吗？]
我想听首唐诗。	[IN:QUERY 我想听首[SL:DYNASTY 唐]诗。]
朗读岳飞的满江红。	[IN:QUERY 朗读[SL:AUTHOR 岳飞]的[SL:NAME 满江红]。]
查寻轻舞风股票	[IN:QUERY 查寻[SL:NAME 轻舞风]股票]
牛肉怎么烧	[IN:QUERY [SL:INGREDIENT 牛肉]怎么烧]
打电话给张志国	[IN:DIAL 打电话给[SL:NAME 张志国]]
央视少儿频道的节目的	[IN:QUERY [SL:TVCHANNEL 央视少儿频道]的节目的]
我要看湖南卫视快乐大本营	[IN:QUERY 我要看[SL:TVCHANNEL 湖南卫视][SL:NAME 快乐大本营]]
给我背一首诗。	[IN:DEFAULT 给我背一首诗。]
么，哥来一下最新的新闻。	[IN:PLAY 么，哥来一下最新的新闻。]
淋病怎么治？	[IN:QUERY [SL:KEYWORD 淋病]怎么治？]
下载汉化软件	[IN:DOWNLOAD 下载[SL:NAME 汉化]软件]
给我写一封邮件	[IN:CREATE 给我写一封邮件]
中信证券股票	[IN:QUERY [SL:NAME 中信证券]股票]
搜索最近的，科幻电影。	[IN:QUERY 搜索[SL:TIMEDESCR 最近]的，[SL:TAG 科幻][SL:CATEGORY 电影]。]
从中山到西安的汽车。	[IN:QUERY 从[SL:SRC 中山]到[SL:DEST 西安]的汽车。]
把王建春的电话号码发给张学政	[IN:SENDCONTACTS 把[SL:NAME 王建春]的电话号码发给[SL:RECEIVER 张学政]]
摩尔勇士	[IN:OPEN [SL:NAME 摩尔勇士]]
帮我查一下红烧肉的做法	[IN:QUERY 帮我查一下[SL:DISHNAME 红烧肉]的做法]
北京财经台	[IN:PLAY [SL:NAME 北京财经台]]
打开新闻	[IN:PLAY 打开新闻]
最近有什么影片？	[IN:QUERY 最近有什么影片？]
现在哪个频道播放电视剧	[IN:QUERY [SL:DATETIME_TIME 现在]哪个频道播放[SL:CATEGORY 电视剧]]
猪肉怎么做？	[IN:QUERY [SL:INGREDIENT 猪肉]怎么做？]
我要全部回复	[IN:REPLAY_ALL 我要全部回复]
番红烧肉的做法。	[IN:QUERY 番[SL:DISHNAME 红烧肉]的做法。]
帮我找到微信	[IN:QUERY 帮我找到[SL:NAME 微信]]
湖南卫视娱乐节目。	[IN:QUERY [SL:TVCHANNEL 湖南卫视][SL:CATEGORY 娱乐]节目。]
读一首古诗给我听吧！	[IN:DEFAULT 读一首古诗给我听吧！]
查询一下明天广州到武汉的航班	[IN:QUERY 查询一下[SL:STARTDATE_DATE 明天][SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 武汉]的航班]
打开今天朝记事本软件	[IN:LAUNCH 打开[SL:NAME 今天朝记事本]软件]
你还没有结婚用英语怎么讲	[IN:TRANSLATION [SL:CONTENT 你还没有结婚]用[SL:TARGET 英语]怎么讲]
请帮我调频106.1长沙音乐广播电台	[IN:LAUNCH 请帮我调频[SL:CODE 106.1][SL:NAME 长沙音乐广播电台]]
唐诗哦。	[IN:QUERY [SL:DYNASTY 唐]诗哦。]
所以说李白的诗。	[IN:QUERY 所以说[SL:AUTHOR 李白]的诗。]
手抓饼的做法。	[IN:QUERY [SL:DISHNAME 手抓饼]的做法。]
搜索蜀道难。	[IN:QUERY 搜索[SL:NAME 蜀道难]。]
焦点访谈什么时候播	[IN:QUERY [SL:NAME 焦点访谈]什么时候播]
搜索声控安卓软件	[IN:QUERY 搜索[SL:NAME 声控安卓]软件]
查一下从杭州到上海高铁时刻表	[IN:QUERY 查一下从[SL:STARTLOC_CITY 杭州]到[SL:ENDLOC_CITY 上海][SL:CATEGORY 高铁]时刻表]
海参怎么做？	[IN:QUERY [SL:INGREDIENT 海参]怎么做？]
给刘三发短信说我今天没有空	[IN:SEND 给[SL:NAME 刘三]发短信说[SL:CONTENT 我今天没有空]]
杜甫兵车行。	[IN:QUERY [SL:AUTHOR 杜甫][SL:NAME 兵车行]。]
上百度网站	[IN:OPEN 上[SL:NAME 百度]网站]
最近的新电影有哪些？	[IN:QUERY 最近的新电影有哪些？]
把许琦彪的号码发给徐鹏	[IN:SENDCONTACTS 把[SL:NAME 许琦彪]的号码发给[SL:RECEIVER 徐鹏]]
播放音乐月亮之上的。	[IN:PLAY 播放音乐[SL:SONG 月亮之上]的。]
在菏泽怎么坐去北京的车。	[IN:QUERY 在[SL:SRC 菏泽]怎么坐去[SL:DEST 北京]的车。]
四月六号南宁到上海的火车	[IN:QUERY [SL:STARTDATE_DATE 四月六号][SL:STARTLOC_CITY 南宁]到[SL:ENDLOC_CITY 上海]的火车]
石螺怎么煮	[IN:QUERY [SL:INGREDIENT 石螺]怎么煮]
我记住了用英文怎么讲	[IN:TRANSLATION [SL:CONTENT 我记住了]用[SL:TARGET 英文]怎么讲]
2013年亚洲冠军联赛恒广州恒大比赛时间。	[IN:QUERY [SL:DATETIME_DATE 2013年][SL:CATEGORY 亚洲冠军联赛]恒[SL:NAME 广州恒大]比赛时间。]
保利地产的股票	[IN:QUERY [SL:NAME 保利地产]的股票]
慕斯的做法。	[IN:QUERY [SL:INGREDIENT 慕斯]的做法。]
包钢稀土股票价格	[IN:QUERY [SL:NAME 包钢稀土]股票价格]
搜索手机办公软件	[IN:QUERY 搜索手机[SL:NAME 办公软件]]
把徐程的电话发给吴芳	[IN:SENDCONTACTS 把[SL:NAME 徐程]的电话发给[SL:RECEIVER 吴芳]]
读首唐诗来听听。	[IN:QUERY 读首[SL:DYNASTY 唐]诗来听听。]
火气冲天，下一句是什么？	[IN:QUERY [SL:KEYWORD 火气冲天]，[SL:QUERYFIELD 下一句]是什么？]
搜索第10频道	[IN:PLAY 搜索第[SL:CODE 10]频道]
清蒸鱼怎么做？吴？	[IN:QUERY [SL:DISHNAME 清蒸鱼]怎么做？吴？]
发烧。	[IN:QUERY [SL:KEYWORD 发烧]。]
不，做个红烧肉怎么做？	[IN:QUERY 不，做个[SL:DISHNAME 红烧肉]怎么做？]
高清北京文艺台	[IN:PLAY [SL:RESOLUTION 高清][SL:NAME 北京文艺台]]
到合肥市逍遥津公园怎么走	[IN:ROUTE 到[SL:ENDLOC_CITY 合肥]市[SL:ENDLOC_POI 逍遥津公园]怎么走]
从东莞到厦门的火车票	[IN:QUERY 从[SL:STARTLOC_CITY 东莞]到[SL:ENDLOC_CITY 厦门]的火车票]
周二电影。	[IN:QUERY [SL:DATETIME_DATE 周二]电影。]
播放最近的新闻。	[IN:PLAY 播放[SL:DATETIME_DATE 最近]的新闻。]
蚝油生菜的做法。	[IN:QUERY [SL:DISHNAME 蚝油生菜]的做法。]
猪大肠怎么炒？	[IN:QUERY [SL:INGREDIENT 猪大肠]怎么炒？]
上海到合肥怎么坐汽车？	[IN:QUERY [SL:SRC 上海]到[SL:DEST 合肥]怎么坐汽车？]
给岚岚发短信	[IN:SEND 给[SL:NAME 岚岚]发短信]
帮我找一首我的好兄弟	[IN:SEARCH 帮我找一首我的[SL:SONG 好兄弟]]
科大讯飞在哪里呀	[IN:POSITION [SL:LOCATION_POI 科大讯飞]在哪里呀]
当婆婆遇上妈	[IN:QUERY [SL:NAME 当婆婆遇上妈]]
苏宁易购	[IN:OPEN [SL:NAME 苏宁易购]]
打开4399小游戏	[IN:OPEN 打开[SL:NAME 4399小游戏]]
明天去成都的航班有几趟	[IN:QUERY [SL:STARTDATE_DATE 明天]去[SL:ENDLOC_CITY 成都]的航班有几趟]
给我找最新的盗梦空间	[IN:QUERY 给我找[SL:TIMEDESCR 最新]的[SL:NAME 盗梦空间]]
你怎么了英文怎么讲	[IN:TRANSLATION [SL:CONTENT 你怎么了][SL:TARGET 英文]怎么讲]
发短信给啊妈说车票买到了	[IN:SEND 发短信给[SL:NAME 啊妈]说[SL:CONTENT 车票买到了]]
