utterance	output
夜空中最亮的星。	[IN:PLAYMUSIC [SL:SONG_NAME 夜空中最亮的星]。]
播放二胡	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 二胡]]
播放周杰伦等你下课	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 周杰伦][SL:SONG_NAME 等你下课]]
唱一首孙燕姿的歌给我听	[IN:PLAYMUSIC 唱一首[SL:SINGER_NAME 孙燕姿]的歌给我听]
唱一首红尘情歌。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 红尘情歌]。]
想听《一笑而过》	[IN:PLAYMUSIC 想听《[SL:SONG_NAME 一笑而过]》]
一首虫儿飞。	[IN:PLAYMUSIC 一首[SL:SONG_NAME 虫儿飞]。]
一风之音	[IN:CHAT [SL:SINGER_NAME 一风之音]]
播放跟风超人	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 跟风超人]]
我要听岁月神偷	[IN:PLAYFMFICTION 我要听[SL:FICTION_NAME 岁月神偷]]
宠爱。	[IN:PLAYMUSIC [SL:SONG_NAME 宠爱]。]
请播放大梦想家	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 大梦想家]]
唱一首英雄赞歌。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 英雄赞歌]。]
给你的歌	[IN:PLAYMUSIC [SL:SONG_NAME 给你的歌]]
我要听简单爱。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 简单爱]。]
我想听天亮了。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 天亮了]。]
我要听方圆几里	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 方圆几里]]
小欧来一首彩铃。	[IN:PLAYMUSIC 小欧来一首[SL:SONG_TYPE 彩铃]。]
给我听逆战。	[IN:PLAYMUSIC 给我听[SL:SONG_NAME 逆战]。]
播放我们的世界	[IN:PLAYMUSIC 播放[SL:SONG_NAME 我们的世界]]
给我打开一首以后的以后。	[IN:PLAYMUSIC 给我打开一首[SL:SONG_NAME 以后的以后]。]
听阿桑	[IN:PLAYMUSIC 听[SL:SINGER_NAME 阿桑]]
给我唱首童年的歌。	[IN:PLAYMUSIC 给我唱首[SL:SONG_NAME 童年]的歌。]
播放周杰伦的夜曲	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 夜曲]]
播放音乐社会摇	[IN:PLAYMUSIC 播放音乐[SL:SONG_NAME 社会摇]]
我想听护花使者	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 护花使者]]
来一首最酷的音乐。	[IN:PLAYMUSIC 来一首[SL:SONG_TYPE 最酷的]音乐。]
给我唱一首小燕子那首歌。	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 小燕子]那首歌。]
换轻音乐	[IN:PLAYMUSIC 换[SL:SONG_TYPE 轻音乐]]
张学友	[IN:PLAYMUSIC [SL:SINGER_NAME 张学友]]
来首韩红	[IN:PLAYMUSIC 来首[SL:SINGER_NAME 韩红]]
你来放一首小苹果音乐。	[IN:PLAYMUSIC 你来放一首[SL:SONG_NAME 小苹果]音乐。]
播放罪恶王冠	[IN:PLAYFMFICTION 播放[SL:FICTION_NAME 罪恶王冠]]
麦当娜的歌曲。	[IN:PLAYMUSIC [SL:SINGER_NAME 麦当娜]的歌曲。]
那就唱织毛衣吧	[IN:PLAYMUSIC 那就唱[SL:SONG_NAME 织毛衣]吧]
帮我放一首周杰伦的歌	[IN:PLAYMUSIC 帮我放一首[SL:SINGER_NAME 周杰伦]的歌]
播放王菲的偶遇	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 王菲]的[SL:SONG_NAME 偶遇]]
我想听泥娃娃。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 泥娃娃]。]
播放coldplay的歌	[IN:PLAYMUSIC 播放[SL:SINGER_NAME coldplay]的歌]
来首天生一对	[IN:PLAYMUSIC 来首[SL:SONG_NAME 天生一对]]
来一首情醉。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 情醉]。]
我想听黄宝欣的歌。	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 黄宝欣]的歌。]
我想听我不知道！	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我不知道]！]
我要听知己这首歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 知己]这首歌。]
我想听薛之谦的《丑八怪》	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 薛之谦]的《[SL:SONG_NAME 丑八怪]》]
来一首忘情水。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 忘情水]。]
放一首下雨了。	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 下雨了]。]
我要听三字儿歌	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 三字][SL:SONG_TYPE 儿歌]]
我想听孤芳自赏。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 孤芳自赏]。]
播放张韶涵的歌	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 张韶涵]的歌]
讲米小圈的故事	[IN:PLAYFMSTORY 讲[SL:STORY_TAG 米小圈]的故事]
来一首《我爱》	[IN:PLAYMUSIC 来一首《[SL:SONG_NAME 我爱]》]
来首串烧	[IN:PLAYMUSIC 来首[SL:SONG_NAME 串烧]]
歌曲，太想爱你	[IN:PLAYMUSIC 歌曲，[SL:SONG_NAME 太想爱你]]
是不是想听刘德华的歌了？	[IN:PLAYMUSIC 是不是想听[SL:SINGER_NAME 刘德华]的歌了？]
请放周杰伦的歌	[IN:PLAYMUSIC 请放[SL:SINGER_NAME 周杰伦]的歌]
唱小手拍拍	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小手拍拍]]
请播放小白兔	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 小白兔]]
我想听恋人。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 恋人]。]
播放儿歌葫芦娃	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 儿歌][SL:SONG_NAME 葫芦娃]]
嗯,来一首夜夜夜夜夜。	[IN:PLAYMUSIC 嗯,来一首[SL:SONG_NAME 夜夜夜夜]夜。]
推荐一首歌陈伟霆的女皇	[IN:PLAYMUSIC 推荐一首歌[SL:SINGER_NAME 陈伟霆]的[SL:SONG_NAME 女皇]]
来一曲她说。	[IN:PLAYMUSIC 来一曲[SL:SONG_NAME 她说]。]
爱的故事	[IN:PLAYMUSIC [SL:SONG_NAME 爱的故事]]
我想听罗布奥特曼	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 罗布奥特曼]]
我想听韩红的天亮了	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 韩红]的[SL:SONG_NAME 天亮了]]
帮我点一首歌，我的快乐就是想你。	[IN:PLAYMUSIC 帮我点一首歌，[SL:SONG_NAME 我的快乐就是想你]。]
郑伊健的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 郑伊健]的歌]
小欧，我想听小燕子。	[IN:PLAYMUSIC 小欧，我想听[SL:SONG_NAME 小燕子]。]
音乐演员	[IN:PLAYMUSIC 音乐[SL:SONG_NAME 演员]]
给我唱一首黄土高坡。	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 黄土高坡]。]
歌曲套马杆。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 套马杆]。]
唱个薛之谦的《演员》	[IN:PLAYMUSIC 唱个[SL:SINGER_NAME 薛之谦]的《[SL:SONG_NAME 演员]》]
播放健康歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 健康歌]]
播放郭德纲于谦的相声	[IN:PLAYFMCROSSTALK 播放郭德纲[SL:ACTOR_NAME 于谦]的相声]
我想听水木年华的一生有你	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 水木年华]的[SL:SONG_NAME 一生有你]]
小欧来一首time。	[IN:PLAYMUSIC 小欧来一首[SL:SONG_NAME time]。]
我想听刘思涵的走在冷风中	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 刘思涵]的[SL:SONG_NAME 走在冷风中]]
播放筷子兄弟的老男孩	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 筷子兄弟]的[SL:SONG_NAME 老男孩]]
放歌最炫民族风。	[IN:PLAYMUSIC 放歌[SL:SONG_NAME 最炫民族风]。]
我要听蓝精灵	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 蓝精灵]]
刚好遇见你。	[IN:PLAYMUSIC [SL:SONG_NAME 刚好遇见你]。]
张国荣的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 张国荣]的歌]
我要听编花篮。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 编花篮]。]
我想听陈奕迅的	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 陈奕迅]的]
sing青藏高原我听	[IN:PLAYMUSIC sing[SL:SONG_NAME 青藏高原]我听]
哎！放一首休息的科学！	[IN:PLAYMUSIC 哎！放一首[SL:SONG_TYPE 休息]的科学！]
我想听，不再联系。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 不再联系]。]
熊出没	[IN:PLAYFMSTORY [SL:STORY_NAME 熊出没]]
播放格林童话	[IN:PLAYFMSTORY 播放[SL:STORY_NAME 格林童话]]
播放彭佳慧的离开	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 彭佳慧]的[SL:SONG_NAME 离开]]
放我爱你	[IN:PLAYMUSIC 放[SL:SONG_NAME 我爱你]]
播一首周杰伦的歌	[IN:PLAYMUSIC 播一首[SL:SINGER_NAME 周杰伦]的歌]
我想听一下你从未离开这首歌	[IN:PLAYMUSIC 我想听一下[SL:SONG_NAME 你从未离开]这首歌]
播放你最喜欢的歌。	[IN:PLAYMUSIC 播放你最[SL:SONG_TYPE 喜欢]的歌。]
播放夜的钢琴曲	[IN:PLAYMUSIC 播放[SL:SONG_NAME 夜的钢琴曲]]
播放葫芦丝	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 葫芦丝]]
我想听故事海底两万里	[IN:PLAYFMSTORY 我想听故事[SL:STORY_NAME 海底两万里]]
我想听老鹰乐队的加州旅馆	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 老鹰乐队]的[SL:SONG_NAME 加州旅馆]]
播睡觉	[IN:PLAYMUSIC 播[SL:SONG_NAME 睡觉]]
曲锦楠	[IN:PLAYMUSIC [SL:SINGER_NAME 曲锦楠]]
来个dj听听	[IN:PLAYMUSIC 来个[SL:SONG_TYPE dj]听听]
唱一首天涯	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 天涯]]
唱王俊凯的安静	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 王俊凯]的[SL:SONG_NAME 安静]]
你可以给我唱安眠曲吗？	[IN:PLAYMUSIC 你可以给我唱[SL:SONG_TYPE 安眠曲]吗？]
播放英雄	[IN:PLAYMUSIC 播放[SL:SONG_NAME 英雄]]
请播放岁月如歌	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 岁月如歌]]
伍佰唱的	[IN:PLAYMUSIC [SL:SINGER_NAME 伍佰]唱的]
老子学堂	[IN:PLAYFMSTORY [SL:STORY_NAME 老子学堂]]
播放歌曲二泉映月	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 二泉映月]]
天龙八部主题曲	[IN:PLAYMUSIC [SL:ALBUM_NAME 天龙八部][SL:SONG_TYPE 主题曲]]
歌曲一点点喜欢。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 一点点喜欢]。]
邓紫棋的喜欢你	[IN:PLAYMUSIC [SL:SINGER_NAME 邓紫棋]的[SL:SONG_NAME 喜欢你]]
时光笔墨。	[IN:PLAYMUSIC [SL:SONG_NAME 时光笔墨]。]
我想听冲动这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 冲动]这首歌。]
送战友	[IN:PLAYMUSIC [SL:SONG_NAME 送战友]]
我想听小幸运这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小幸运]这首歌。]
播放凤凰之歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 凤凰之歌]]
我要听龙的传人	[IN:PLAYFMFICTION 我要听[SL:FICTION_NAME 龙的传人]]
唱个小燕子。	[IN:PLAYMUSIC 唱个[SL:SONG_NAME 小燕子]。]
我要听千年等一回这首歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 千年等一回]这首歌。]
匆匆那年歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 匆匆那年]歌曲。]
我要听小苹果这首歌曲。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 小苹果]这首歌曲。]
我要听爱的魔力转圈圈	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 爱的魔力转圈圈]]
新雨	[IN:PLAYPOEM [SL:POEM_NAME 新雨]]
播放手指运动。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 手指运动]。]
我想听说散就散	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 说散就散]]
放刘德华的歌曲	[IN:PLAYMUSIC 放[SL:SINGER_NAME 刘德华]的歌曲]
刚好遇见你这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 刚好遇见你]这首歌。]
唱歌喜羊羊与灰太狼	[IN:PLAYMUSIC 唱歌[SL:SINGER_NAME 喜羊羊与灰太狼]]
你要过这个歌，我要听我的好妈妈。	[IN:PLAYMUSIC 你要过这个歌，我要听[SL:SONG_NAME 我的好妈妈]。]
我想听真的爱你	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 真的爱你]]
林忆莲的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 林忆莲]的歌]
播放给我的快乐	[IN:PLAYMUSIC 播放[SL:SONG_NAME 给我的快乐]]
唱一首大王叫我来巡山。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 大王叫我来巡山]。]
我要听歌曲，小苹果。	[IN:PLAYMUSIC 我要听歌曲，[SL:SONG_NAME 小苹果]。]
爷爷播放。	[IN:PLAYMUSIC [SL:SONG_NAME 爷爷]播放。]
介绍陈奕迅的歌	[IN:PLAYMUSIC 介绍[SL:SINGER_NAME 陈奕迅]的歌]
我要听爵士乐	[IN:PLAYMUSIC 我要听[SL:SONG_TYPE 爵士乐]]
唱一句李宇春的歌	[IN:PLAYMUSIC 唱一句[SL:SINGER_NAME 李宇春]的歌]
放一首儿歌。	[IN:PLAYMUSIC 放一首[SL:SONG_TYPE 儿歌]。]
魔鬼中的天使	[IN:PLAYMUSIC [SL:SONG_NAME 魔鬼中的天使]]
我要听白雪公主的故事	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 白雪公主]的故事]
有一首歌叫不说再见。	[IN:PLAYMUSIC 有一首歌叫[SL:SONG_NAME 不说再见]。]
播放胡彦斌的你买单还我买单	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 胡彦斌]的[SL:SONG_NAME 你买单还我买单]]
我想听米小圈上学记	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 米小圈上学记]]
播放歌曲赵牧王国。	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 赵牧王国]。]
我喜欢听逆战。	[IN:PLAYMUSIC 我喜欢听[SL:SONG_NAME 逆战]。]
我要听孟子	[IN:PLAYPOEM 我要听[SL:POEM_NAME 孟子]]
今天的天气预报	[IN:GETWEATHER [SL:DATE 今天]的天气预报]
我要听郭美美的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 郭美美]的歌]
晚安喵	[IN:PLAYMUSIC [SL:SONG_NAME 晚安喵]]
我想听我的天空	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我的天空]]
我想听水浒传	[IN:PLAYFMFICTION 我想听[SL:FICTION_NAME 水浒传]]
放一首老妹儿	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 老妹儿]]
听小苹果。	[IN:PLAYMUSIC 听[SL:SONG_NAME 小苹果]。]
郑爽的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 郑爽]的歌]
朗诵三字经	[IN:PLAYPOEM 朗诵[SL:POEM_NAME 三字经]]
一首小水果。	[IN:PLAYMUSIC 一首[SL:SONG_NAME 小水果]。]
来来一首小苹果。	[IN:PLAYMUSIC 来来一首[SL:SONG_NAME 小苹果]。]
朴树的新歌	[IN:PLAYMUSIC [SL:SINGER_NAME 朴树]的[SL:SONG_TYPE 新歌]]
请播放三字经	[IN:PLAYPOEM 请播放[SL:POEM_NAME 三字经]]
迎酒欢歌	[IN:PLAYMUSIC [SL:SONG_NAME 迎酒欢歌]]
我想听唱歌爱这首歌。	[IN:PLAYMUSIC 我想听唱歌[SL:SONG_NAME 爱这首歌]。]
幻听 许嵩	[IN:PLAYMUSIC [SL:SONG_NAME 幻听] [SL:SINGER_NAME 许嵩]]
播放播放啊好想你	[IN:PLAYMUSIC 播放播放啊[SL:SONG_NAME 好想你]]
我想听小清新这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小清新]这首歌。]
我要听棉花糖	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 棉花糖]]
唱夜色	[IN:PLAYMUSIC 唱[SL:SONG_NAME 夜色]]
mic的歌，啊！	[IN:PLAYMUSIC [SL:SINGER_NAME mic]的歌，啊！]
叫姐姐	[IN:CHAT 叫姐姐]
唱小跳蛙	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小跳蛙]]
我要听不再。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 不再]。]
播放光年之外	[IN:PLAYMUSIC 播放[SL:SONG_NAME 光年之外]]
唱首陈奕迅的红玫瑰	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 陈奕迅]的[SL:SONG_NAME 红玫瑰]]
放一首走天涯。	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 走天涯]。]
播放梦的翅膀受了伤	[IN:PLAYMUSIC 播放[SL:SONG_NAME 梦的翅膀受了伤]]
我要听星星泪。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 星星泪]。]
播放，我是男。	[IN:PLAYMUSIC 播放，[SL:SONG_NAME 我是男]。]
我想听都市这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 都市]这首歌。]
你唱个周杰伦的歌	[IN:PLAYMUSIC 你唱个[SL:SINGER_NAME 周杰伦]的歌]
想听儿歌	[IN:PLAYMUSIC 想听[SL:SONG_TYPE 儿歌]]
一首歌而已	[IN:PLAYMUSIC [SL:SONG_NAME 一首歌而已]]
什么是嘻哈	[IN:ASKKNOWLEDGE 什么是嘻哈]
雨花石	[IN:PLAYMUSIC [SL:SONG_NAME 雨花石]]
林忆莲	[IN:PLAYMUSIC [SL:SINGER_NAME 林忆莲]]
我想听小朋友。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小朋友]。]
播放林俊杰的江南	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 林俊杰]的[SL:SONG_NAME 江南]]
我想听小红帽的故事	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 小红帽]的故事]
播放我爱你！	[IN:PLAYMUSIC 播放[SL:SONG_NAME 我爱你]！]
你能给我讲一个冰雪奇缘的故事吗	[IN:PLAYFMSTORY 你能给我讲一个[SL:STORY_NAME 冰雪奇缘]的故事吗]
我想听欧若拉。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 欧若拉]。]
唱是软绵绵的。	[IN:PLAYMUSIC 唱是[SL:SONG_TYPE 软绵绵]的。]
来一首六月的雨	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 六月的雨]]
嘴巴嘟嘟	[IN:PLAYMUSIC [SL:SONG_NAME 嘴巴嘟嘟]]
要听江南style。	[IN:PLAYMUSIC 要听[SL:SONG_NAME 江南style]。]
讲一个葫芦娃的故事吧	[IN:PLAYFMSTORY 讲一个[SL:STORY_NAME 葫芦娃]的故事吧]
歌手阿兰	[IN:PLAYMUSIC 歌手[SL:SINGER_NAME 阿兰]]
我想听卑微。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 卑微]。]
我想听天天向上	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 天天向上]]
张国荣歌曲	[IN:PLAYMUSIC [SL:SINGER_NAME 张国荣]歌曲]
我想听一直孤芳自赏歌。	[IN:PLAYMUSIC 我想听一直[SL:SONG_NAME 孤芳自赏]歌。]
就，歌曲小苹果。	[IN:PLAYMUSIC 就，歌曲[SL:SONG_NAME 小苹果]。]
收听大王叫我来巡山。	[IN:PLAYMUSIC 收听[SL:SONG_NAME 大王叫我来巡山]。]
我想听听花词。	[IN:PLAYMUSIC 我想听听[SL:SONG_NAME 花词]。]
来一首背对背拥抱。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 背对背拥抱]。]
为你祈祷	[IN:PLAYMUSIC [SL:SONG_NAME 为你祈祷]]
我想听苦笑。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 苦笑]。]
放一首小兔子乖乖	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 小兔子乖乖]]
我想听到杰伦的歌。	[IN:PLAYMUSIC 我想听到[SL:SINGER_NAME 杰伦]的歌。]
我想听民歌	[IN:PLAYMUSIC 我想听[SL:SONG_TYPE 民歌]]
打开网页音乐	[IN:PLAYMUSIC 打开[SL:SONG_TYPE 网页]音乐]
小狗的歌。	[IN:PLAYMUSIC [SL:SONG_NAME 小狗]的歌。]
我想听快乐星猫这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 快乐星猫]这首歌。]
我想听我是大主宰这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我是大主宰]这首歌。]
播放天龙八部	[IN:PLAYMUSIC 播放[SL:MOVIE_NAME 天龙八部]]
播放逆光	[IN:PLAYMUSIC 播放[SL:SONG_NAME 逆光]]
听小苹果歌娱乐。	[IN:PLAYMUSIC 听[SL:SONG_NAME 小苹果]歌娱乐。]
后天北京天气怎么样	[IN:GETWEATHER [SL:DATE 后天][SL:LOCATION 北京]天气怎么样]
唱首儿歌啊	[IN:PLAYMUSIC 唱首[SL:SONG_TYPE 儿歌]啊]
我想听新年歌曲	[IN:PLAYMUSIC 我想听[SL:SONG_TYPE 新年]歌曲]
唱个许嵩的歌吧	[IN:PLAYMUSIC 唱个[SL:SINGER_NAME 许嵩]的歌吧]
今天晚上有没有雨	[IN:GETWEATHER [SL:DATE 今天晚上]有没有雨]
爱情睡醒了里的歌曲	[IN:PLAYMUSIC [SL:ALBUM_NAME 爱情睡醒了]里的歌曲]
北京明天天气怎么样	[IN:GETWEATHER [SL:LOCATION 北京][SL:DATE 明天]天气怎么样]
我要听童话镇	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 童话镇]]
唱小燕子。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小燕子]。]
张玮的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 张玮]的歌]
我要听稍息立正站好。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 稍息立正站好]。]
播放学猫叫	[IN:PLAYMUSIC 播放[SL:SONG_NAME 学猫叫]]
我想听歌是你。	[IN:PLAYMUSIC 我想听歌[SL:SONG_NAME 是你]。]
放一首一二三我爱你	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 一二三我爱你]]
我想听稻香。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 稻香]。]
那。唱军港之夜	[IN:PLAYMUSIC 那。唱[SL:SONG_NAME 军港之夜]]
来一首外面的世界。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 外面的世界]。]
岳云鹏相声	[IN:PLAYFMCROSSTALK [SL:CROSSTALK_NAME 岳云鹏]相声]
我要听答案。	[IN:CHAT 我要听[SL:SONG_NAME 答案]。]
唱歌？我想你了呢！	[IN:PLAYMUSIC 唱歌？[SL:SONG_NAME 我想你了]呢！]
我想听安和桥。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 安和桥]。]
唱陈奕迅的浮夸	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 陈奕迅]的[SL:SONG_NAME 浮夸]]
给我唱一首，那个那个。	[IN:PLAYMUSIC 给我唱一首，[SL:SONG_NAME 那个那个]。]
可惜没如果	[IN:PLAYMUSIC [SL:SONG_NAME 可惜没如果]]
听大花轿。	[IN:PLAYMUSIC 听[SL:SONG_NAME 大花轿]。]
今天的运动指数	[IN:GETWEATHER [SL:DATE 今天]的运动指数]
男人的苦女人不清楚	[IN:PLAYMUSIC [SL:SONG_NAME 男人的苦女人不清楚]]
你给我唱首小苹果好不好？	[IN:PLAYMUSIC 你给我唱首[SL:SONG_NAME 小苹果]好不好？]
我想听健康歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 健康歌]。]
音乐by。	[IN:PLAYMUSIC 音乐[SL:SONG_NAME by]。]
我想听素颜。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 素颜]。]
请播放今天的新闻	[IN:GETNEWS 请播放[SL:NEWS_TIME 今天]的新闻]
你能不能还差你能不能唱加油歌。	[IN:PLAYMUSIC 你能不能还差你能不能唱[SL:SONG_NAME 加油歌]。]
帮我放一首沙漠骆驼	[IN:PLAYMUSIC 帮我放一首[SL:SONG_NAME 沙漠骆驼]]
你好我想听周杰伦的歌	[IN:PLAYMUSIC 你好我想听[SL:SINGER_NAME 周杰伦]的歌]
八，朋友这首歌。	[IN:PLAYMUSIC 八，[SL:SONG_NAME 朋友]这首歌。]
读书郎	[IN:PLAYMUSIC [SL:SONG_NAME 读书郎]]
谢谢侬	[IN:PLAYMUSIC [SL:SONG_NAME 谢谢侬]]
我要听薛凯琪的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 薛凯琪]的歌]
播发	[IN:PLAYMUSIC 播发]
我想听不懂。	[IN:CHAT 我想听[SL:SONG_NAME 不懂]。]
给你放左手右手	[IN:PLAYMUSIC 给你放[SL:SONG_NAME 左手右手]]
唱一首，红尘情歌。	[IN:PLAYMUSIC 唱一首，[SL:SONG_NAME 红尘情歌]。]
唱不将就	[IN:PLAYMUSIC 唱[SL:SONG_NAME 不将就]]
我要听爱的供养。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 爱的供养]。]
放等待这首歌	[IN:PLAYMUSIC 放[SL:SONG_NAME 等待]这首歌]
唱一首三十八度六	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 三十八度六]]
我要听大眼睛。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 大眼睛]。]
小小的船	[IN:PLAYPOEM [SL:POEM_NAME 小小的船]]
我想听最炫民族风这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 最炫民族风]这首歌。]
播放歌曲大哥。	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 大哥]。]
歌曲这就是爱。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 这就是爱]。]
请播放歌曲为何让我流泪	[IN:PLAYMUSIC 请播放歌曲[SL:SONG_NAME 为何让我流泪]]
来首舒缓心情的	[IN:PLAYMUSIC 来首舒缓[SL:SONG_TYPE 心情]的]
我想听歌在飞这首歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 歌在飞]这首歌曲。]
播放摇滚乐	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 摇滚]乐]
我想听首歌歌名叫宠爱。	[IN:PLAYMUSIC 我想听首歌歌名叫[SL:SONG_NAME 宠爱]。]
唱林俊杰的当你	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 林俊杰]的[SL:SONG_NAME 当你]]
我想听敢问路在何方	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 敢问路在何方]]
播放儿歌。	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 儿歌]。]
我想听我最红这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我最红]这首歌。]
初音未来深海少女	[IN:PLAYMUSIC 初音未来[SL:SONG_NAME 深海少女]]
今天的天气是什么	[IN:GETWEATHER [SL:DATE 今天]的天气是什么]
